#{"t_start": 1629095737.517967, "env_id": null}
r,l,t
9,100,2.828163
5,100,3.77931
9,100,4.719917
14,100,5.555487
11,100,6.224268
6,100,6.937939
7,100,7.643225
14,100,8.484113
12,100,9.248894
12,100,10.031297
12,100,10.710569
11,100,11.460758
7,100,12.134718
15,100,12.806022
18,100,13.512543
18,100,14.259012
7,100,15.034702
14,100,15.758733
11,100,16.493997
12,100,17.177061
9,100,17.864994
9,100,18.511068
9,100,19.175632
7,100,19.959867
13,100,20.754969
7,100,21.598118
11,100,22.349134
15,100,23.108845
15,100,24.044548
10,100,24.987202
12,100,25.857203
10,100,26.744072
11,100,27.64035
18,100,28.444983
9,100,29.243656
5,100,30.096431
10,100,31.00825
13,100,31.841709
11,100,32.705767
12,100,33.558303
6,100,34.450411
11,100,35.337425
13,100,36.119466
11,100,36.92223
15,100,37.722662
10,100,38.494723
11,100,39.283108
18,100,40.06802
9,100,40.857332
10,100,41.592304
12,100,42.390774
22,100,43.19672
10,100,44.050074
12,100,44.900986
8,100,45.776157
12,100,46.709938
15,100,47.491349
14,100,48.298053
20,100,49.095445
14,100,49.901055
10,100,50.713239
11,100,51.628471
21,100,52.590105
13,100,53.590255
12,100,54.647771
19,100,55.628147
17,100,56.598745
15,100,57.60014
14,100,58.544741
12,100,59.586721
8,100,60.555049
11,100,61.452319
13,100,62.428427
14,100,63.506268
6,100,64.531698
14,100,65.583286
15,100,66.535189
18,100,67.525318
16,100,68.50394
12,100,69.479208
15,100,70.409798
21,100,71.35729
12,100,72.335942
23,100,73.464542
15,100,74.448028
15,100,75.409127
14,100,76.422357
16,100,77.414149
18,100,78.438899
15,100,79.394597
17,100,80.348985
14,100,81.350534
12,100,82.336977
11,100,83.308788
13,100,84.366916
12,100,85.322534
18,100,86.281277
22,100,87.226199
22,100,88.199766
19,100,89.156003
18,100,90.166149
20,100,91.116205
20,100,92.080299
18,100,92.984558
15,100,93.895265
14,100,94.904055
11,100,95.877611
13,100,96.83972
8,100,97.88243
15,100,98.959355
11,100,99.938987
11,100,100.96582
16,100,101.923379
12,100,102.865573
18,100,103.832554
23,100,104.833641
13,100,105.878577
24,100,106.842662
11,100,107.879205
12,100,108.806692
16,100,109.733142
19,100,110.729084
20,100,111.792375
23,100,112.906394
9,100,113.976666
14,100,115.058414
20,100,116.129255
12,100,117.092585
15,100,118.116576
22,100,119.082982
18,100,120.050535
18,100,121.008518
10,100,121.942503
11,100,122.967322
11,100,123.974979
16,100,124.996771
11,100,126.033272
19,100,127.238287
14,100,128.366261
17,100,129.476685
14,100,130.614902
10,100,131.652841
23,100,132.587065
16,100,133.522769
11,100,134.465615
16,100,135.432538
16,100,136.403813
10,100,137.364204
12,100,138.270702
7,100,139.287323
13,100,140.310747
13,100,141.370935
7,100,142.475434
14,100,143.464004
18,100,144.401068
19,100,145.344269
12,100,146.303738
17,100,147.256897
11,100,148.208409
16,100,149.157653
18,100,150.078844
19,100,151.038094
17,100,151.974792
18,100,152.946171
13,100,153.929993
21,100,154.912658
21,100,155.937896
9,100,156.965226
14,100,157.88027
13,100,158.898457
19,100,159.901487
20,100,160.919076
16,100,161.913621
21,100,162.902517
10,100,163.870603
17,100,164.86697
13,100,165.96373
17,100,166.971348
12,100,167.950074
18,100,168.898692
16,100,169.936267
19,100,170.928973
11,100,171.820992
20,100,172.767772
24,100,173.792218
