#{"t_start": 1629095758.3673618, "env_id": null}
r,l,t
11,100,2.62392
9,100,3.049623
9,100,3.491108
16,100,3.927698
6,100,4.366813
9,100,4.792893
4,100,5.233949
12,100,5.625696
7,100,6.007185
10,100,6.363057
10,100,6.714317
15,100,7.122304
7,100,7.478271
17,100,7.836592
5,100,8.190213
12,100,8.564543
13,100,8.926784
4,100,9.313406
13,100,9.662759
8,100,10.025197
14,100,10.393385
3,100,10.76896
9,100,11.17849
8,100,11.547175
12,100,11.950617
14,100,12.366377
4,100,12.720062
6,100,13.095825
10,100,13.48316
5,100,13.87736
15,100,14.265811
14,100,14.672687
20,100,15.044058
13,100,15.400907
8,100,15.748873
9,100,16.142518
15,100,16.491464
8,100,16.83424
10,100,17.243368
19,100,17.619596
11,100,17.994808
8,100,18.397858
13,100,18.763062
10,100,19.136353
15,100,19.486607
11,100,19.841334
9,100,20.216451
11,100,20.608369
11,100,20.951834
19,100,21.311077
18,100,21.734906
13,100,22.111059
11,100,22.472268
13,100,22.820285
6,100,23.191798
16,100,23.573988
18,100,24.021724
14,100,24.402171
13,100,24.799016
7,100,25.210462
11,100,25.606886
17,100,26.014218
12,100,26.415586
7,100,26.772772
9,100,27.183108
18,100,27.560658
15,100,27.927726
15,100,28.272702
10,100,28.66096
16,100,29.037953
21,100,29.417895
14,100,29.80853
16,100,30.2029
14,100,30.628146
9,100,31.049217
17,100,31.440526
15,100,31.868307
8,100,32.308717
12,100,32.756403
16,100,33.2136
14,100,33.714314
19,100,34.169057
11,100,34.63008
20,100,35.055804
10,100,35.535458
16,100,35.975225
13,100,36.462975
19,100,36.950161
11,100,37.400131
16,100,37.862948
20,100,38.328263
17,100,38.80378
18,100,39.251657
17,100,39.70398
26,100,40.192241
17,100,40.682213
18,100,41.163378
12,100,41.655551
15,100,42.191961
20,100,42.692637
16,100,43.214882
15,100,43.701707
9,100,44.206888
17,100,44.706606
19,100,45.203029
16,100,45.691272
12,100,46.13882
15,100,46.575645
14,100,47.042222
17,100,47.500218
19,100,47.924863
11,100,48.369838
22,100,48.824567
22,100,49.259712
16,100,49.751021
16,100,50.232985
13,100,50.675102
11,100,51.129862
5,100,51.609713
17,100,52.106465
15,100,52.630169
12,100,53.100121
15,100,53.570797
23,100,54.001801
11,100,54.445299
15,100,54.893676
15,100,55.356786
18,100,55.820985
20,100,56.317751
19,100,56.811037
14,100,57.273936
22,100,57.680342
8,100,58.121446
13,100,58.611522
16,100,59.050862
14,100,59.533886
14,100,59.993325
14,100,60.467833
16,100,60.932673
8,100,61.360777
19,100,61.851486
19,100,62.32734
19,100,62.793472
16,100,63.24972
19,100,63.725408
13,100,64.198249
24,100,64.628952
12,100,65.088743
19,100,65.525506
11,100,65.95797
17,100,66.408667
15,100,66.833205
23,100,67.290944
16,100,67.771476
14,100,68.213715
16,100,68.673635
18,100,69.14147
16,100,69.553789
13,100,70.01077
19,100,70.476846
15,100,70.905819
17,100,71.360116
12,100,71.819842
21,100,72.275866
20,100,72.756916
22,100,73.220282
15,100,73.65548
17,100,74.129059
18,100,74.599724
18,100,75.066707
13,100,75.56162
18,100,76.032914
12,100,76.489179
18,100,77.011921
21,100,77.506094
16,100,77.956922
19,100,78.422348
9,100,78.878879
13,100,79.313377
19,100,79.748958
17,100,80.1796
16,100,80.65596
14,100,81.094396
19,100,81.532993
16,100,82.00931
18,100,82.483131
22,100,82.92714
14,100,83.363585
22,100,83.847987
13,100,84.333399
13,100,84.80355
7,100,85.270152
12,100,85.717459
21,100,86.195134
11,100,86.669176
19,100,87.133506
17,100,87.576581
16,100,88.024668
20,100,88.516989
19,100,88.989098
16,100,89.458791
18,100,89.909194
19,100,90.356215
21,100,90.846102
19,100,91.316109
18,100,91.818033
22,100,92.328148
25,100,92.794769
14,100,93.293458
32,100,93.756867
14,100,94.264785
15,100,94.777725
28,100,95.272607
28,100,95.723316
20,100,96.215002
14,100,96.636442
21,100,97.158879
12,100,97.617106
12,100,98.100744
25,100,98.531036
19,100,98.966949
21,100,99.404919
25,100,99.866076
16,100,100.331413
29,100,100.81916
20,100,101.262017
21,100,101.731026
20,100,102.193698
21,100,102.66337
21,100,103.1335
27,100,103.634261
22,100,104.131446
22,100,104.623128
22,100,105.079566
20,100,105.585733
21,100,106.144726
21,100,106.710558
27,100,107.295777
25,100,107.882355
24,100,108.459073
15,100,109.039354
15,100,109.619898
22,100,110.137429
21,100,110.61579
23,100,111.065166
26,100,111.500234
25,100,111.943533
21,100,112.414838
19,100,112.901291
17,100,113.377374
26,100,113.824682
24,100,114.260443
27,100,114.69682
16,100,115.136852
27,100,115.556298
25,100,116.008286
23,100,116.470629
26,100,116.8912
28,100,117.314425
23,100,117.735446
17,100,118.200178
22,100,118.618591
18,100,119.078087
