#{"t_start": 1629010397.316637, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,3.977382
2.0,198,5.245731
0.0,127,6.019309
0.0,129,6.824673
2.0,200,8.15254
7.0,454,11.209444
3.0,250,12.838547
2.0,223,14.218106
3.0,272,16.034465
2.0,204,17.621661
3.0,248,19.545366
0.0,129,20.441957
1.0,153,21.445847
2.0,222,22.942556
1.0,159,23.974401
1.0,173,25.098587
0.0,127,25.897397
0.0,125,26.67566
1.0,155,27.727075
1.0,174,28.878195
2.0,221,30.319824
1.0,172,31.412155
1.0,176,32.604147
3.0,253,34.241808
1.0,173,35.368485
2.0,202,36.670172
3.0,232,38.206837
0.0,125,38.997117
1.0,173,40.123775
0.0,125,40.921951
3.0,250,42.54929
2.0,224,44.052994
0.0,127,44.867788
1.0,173,45.998893
1.0,176,47.141546
1.0,159,48.185814
0.0,125,48.96246
4.0,265,50.680769
0.0,127,51.483266
3.0,236,53.076466
4.0,285,55.006155
2.0,202,56.32802
1.0,177,57.513204
4.0,278,59.357462
0.0,127,60.125833
1.0,173,61.238698
2.0,224,62.716014
0.0,129,63.550207
2.0,201,64.892991
2.0,183,66.095727
3.0,252,67.789817
0.0,127,68.582074
0.0,127,69.386628
3.0,270,71.268496
0.0,127,72.070143
1.0,154,73.024362
0.0,129,73.864344
2.0,219,75.264919
1.0,175,76.422283
7.0,326,78.618306
2.0,187,79.856632
0.0,129,80.670096
0.0,127,81.472827
1.0,175,82.591893
1.0,157,83.577083
4.0,300,85.532906
5.0,330,87.791888
1.0,155,88.805152
1.0,176,89.952079
1.0,171,91.049874
2.0,202,92.381687
1.0,174,93.50127
2.0,224,94.957027
0.0,129,95.791956
0.0,129,96.634017
0.0,125,97.406346
1.0,157,98.397392
0.0,125,99.179641
3.0,274,100.980386
6.0,382,103.585858
2.0,202,104.91379
0.0,127,105.757131
4.0,301,107.732755
5.0,350,110.069955
0.0,129,110.850347
0.0,127,111.662939
