#{"t_start": 1629010397.2768528, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,173,4.336144
1.0,171,5.420698
0.0,125,6.182375
3.0,248,7.817932
1.0,157,8.857165
0.0,125,9.622362
0.0,129,10.411832
3.0,235,11.969946
2.0,200,13.211181
0.0,129,13.949355
9.0,380,16.558471
4.0,321,19.176108
2.0,202,20.637201
3.0,250,22.350276
1.0,171,23.450487
1.0,153,24.452527
3.0,254,26.130089
0.0,127,26.937047
0.0,129,27.796059
0.0,129,28.607512
2.0,220,30.077629
0.0,127,30.862232
2.0,183,32.072717
1.0,154,33.053438
2.0,219,34.492597
2.0,198,35.776558
3.0,252,37.399313
1.0,178,38.588785
0.0,125,39.373151
0.0,127,40.178896
1.0,155,41.169242
0.0,127,41.96655
1.0,175,43.096602
2.0,223,44.580813
1.0,154,45.557768
0.0,129,46.387962
1.0,173,47.571451
2.0,222,49.002136
1.0,154,49.953941
0.0,129,50.752874
2.0,182,51.916363
0.0,125,52.730281
0.0,129,53.587451
0.0,127,54.371494
0.0,129,55.191767
2.0,225,56.67604
3.0,250,58.346314
1.0,155,59.326635
4.0,275,61.149657
3.0,233,62.683062
0.0,129,63.51882
0.0,127,64.338984
0.0,127,65.138959
1.0,155,66.157245
2.0,218,67.605614
0.0,127,68.398838
2.0,220,69.865864
1.0,175,71.049327
0.0,125,71.849898
2.0,202,73.17343
1.0,171,74.290112
2.0,222,75.715045
0.0,125,76.520671
0.0,129,77.345374
4.0,277,79.168412
0.0,127,79.994965
1.0,173,81.129529
3.0,269,82.884957
2.0,222,84.319974
0.0,125,85.078193
0.0,127,85.872877
0.0,129,86.68831
1.0,173,87.816213
2.0,202,89.163857
0.0,129,89.972961
3.0,248,91.640543
0.0,123,92.383918
4.0,297,94.37544
0.0,129,95.20063
2.0,204,96.548207
0.0,129,97.341052
3.0,250,99.020459
1.0,173,100.13113
1.0,157,101.114605
0.0,127,101.891536
1.0,173,103.061751
1.0,173,104.170603
0.0,129,104.993989
3.0,252,106.674532
0.0,127,107.461263
1.0,175,108.60453
2.0,222,110.013883
1.0,173,111.149748
0.0,129,111.92527
0.0,129,112.703801
1.0,173,113.807284
2.0,202,115.139929
2.0,221,116.59199
8.0,413,119.378365
2.0,201,120.648329
2.0,200,121.895772
1.0,173,123.023127
3.0,230,124.521406
0.0,127,125.319193
0.0,127,126.134846
0.0,129,126.96509
2.0,223,128.47138
0.0,129,129.264116
5.0,376,131.798065
1.0,173,132.898577
2.0,205,134.235918
1.0,158,135.258217
2.0,202,136.539907
1.0,173,137.705799
