#{"t_start": 1629010397.2607956, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,171,4.331938
1.0,171,5.415906
2.0,223,6.860467
2.0,201,8.189714
0.0,129,9.044038
1.0,173,10.101015
1.0,157,11.089403
0.0,127,11.899065
6.0,379,14.341343
0.0,125,15.143795
0.0,127,15.901674
0.0,127,16.788022
0.0,125,17.751144
5.0,312,20.202479
0.0,127,21.013306
0.0,129,21.86557
0.0,129,22.666979
0.0,127,23.485461
1.0,153,24.488295
2.0,205,25.81879
2.0,206,27.196191
3.0,253,28.909908
1.0,175,30.055515
2.0,225,31.519776
1.0,155,32.561213
2.0,225,33.997747
0.0,127,34.822352
3.0,232,36.306999
1.0,173,37.397979
5.0,307,39.516161
1.0,157,40.528551
0.0,129,41.34494
2.0,184,42.494484
1.0,173,43.64893
2.0,202,45.000517
3.0,247,46.646109
0.0,127,47.458073
4.0,296,49.430406
1.0,174,50.528038
2.0,201,51.83691
0.0,129,52.668382
0.0,129,53.504106
0.0,129,54.3241
1.0,153,55.319782
1.0,157,56.309482
0.0,129,57.130901
0.0,129,57.962273
0.0,129,58.758791
0.0,127,59.553054
0.0,129,60.373276
3.0,250,61.994739
0.0,127,62.799623
3.0,230,64.355084
1.0,173,65.486533
0.0,127,66.312027
1.0,173,67.395468
3.0,247,69.087848
1.0,174,70.235201
0.0,127,71.046853
1.0,157,72.082177
1.0,172,73.20419
0.0,125,73.986537
0.0,129,74.775637
1.0,173,75.889312
1.0,156,76.91085
1.0,155,77.889366
3.0,252,79.563245
2.0,202,80.929138
1.0,173,82.041147
3.0,268,83.779581
0.0,127,84.580419
2.0,225,86.033124
0.0,127,86.835423
3.0,250,88.468853
3.0,230,90.053207
0.0,125,90.841926
1.0,175,91.960868
5.0,346,94.268812
0.0,125,95.065136
0.0,129,95.900825
0.0,129,96.740008
4.0,299,98.722324
0.0,129,99.52727
1.0,176,100.648527
4.0,282,102.52294
0.0,129,103.354949
0.0,125,104.138168
1.0,157,105.160472
0.0,127,105.977733
2.0,185,107.148349
1.0,159,108.189131
2.0,223,109.609567
2.0,224,111.073362
1.0,173,112.172678
4.0,241,113.736287
2.0,183,114.911946
2.0,184,116.091544
2.0,200,117.422349
1.0,175,118.53232
0.0,127,119.320549
2.0,222,120.762885
7.0,358,123.129657
0.0,129,123.945457
1.0,157,124.944481
2.0,224,126.417582
0.0,129,127.249542
1.0,155,128.262867
3.0,233,129.785253
0.0,127,130.59008
0.0,127,131.373161
1.0,155,132.363972
1.0,175,133.471751
0.0,123,134.233055
4.0,321,136.375617
1.0,153,137.360771
0.0,125,138.15654
1.0,175,139.293395
0.0,127,140.09643
1.0,173,141.186975
1.0,155,142.175042
2.0,200,143.519194
0.0,125,144.303113
3.0,253,145.999458
0.0,129,146.816502
0.0,129,147.615496
0.0,129,148.434715
1.0,157,149.429057
3.0,266,151.250327
1.0,157,152.222483
3.0,248,153.857335
2.0,202,155.190428
0.0,125,155.96971
0.0,127,156.804354
1.0,175,157.925034
1.0,157,158.929829
9.0,423,161.808182
0.0,129,162.628102
3.0,250,164.28948
3.0,252,165.985144
0.0,127,166.749953
3.0,250,168.441022
1.0,176,169.5243
2.0,201,170.839738
0.0,129,171.644852
2.0,219,173.104394
2.0,201,174.4051
2.0,201,175.720298
0.0,129,176.491601
1.0,157,177.516052
0.0,127,178.308089
2.0,204,179.627488
2.0,224,181.097266
2.0,220,182.53668
3.0,248,184.192731
1.0,178,185.343864
2.0,201,186.663359
0.0,127,187.471505
5.0,371,189.967826
0.0,127,190.784367
0.0,129,191.594024
2.0,200,192.914063
2.0,203,194.259138
1.0,173,195.386022
3.0,230,196.875731
3.0,252,198.507717
0.0,125,199.254438
3.0,218,200.664367
0.0,127,201.482736
0.0,127,202.248164
3.0,271,204.033489
0.0,125,204.800675
2.0,198,206.060067
0.0,129,206.874894
3.0,248,208.533279
0.0,127,209.341523
0.0,129,210.136438
0.0,125,210.915569
1.0,176,212.071636
4.0,297,214.087191
0.0,129,214.854608
7.0,428,217.697037
0.0,129,218.534443
0.0,125,219.304288
2.0,220,220.697344
0.0,127,221.424438
6.0,397,224.116058
0.0,129,224.947459
0.0,123,225.719801
0.0,127,226.53511
2.0,198,227.841364
0.0,129,228.611181
6.0,413,231.452662
0.0,129,232.267914
0.0,123,233.048082
1.0,155,234.026441
2.0,221,235.4644
0.0,127,236.262852
0.0,129,237.049691
1.0,177,238.168141
0.0,127,239.001703
3.0,271,240.771857
2.0,220,242.220701
3.0,228,243.748857
7.0,325,245.872005
2.0,199,247.158329
4.0,260,248.947213
2.0,225,250.386795
1.0,157,251.410324
0.0,125,252.201351
0.0,125,252.995357
3.0,250,254.60121
1.0,177,255.746321
0.0,129,256.523736
5.0,368,259.024474
0.0,125,259.817131
0.0,129,260.628752
1.0,173,261.775473
3.0,236,263.342956
1.0,175,264.440275
3.0,252,266.070323
2.0,200,267.396621
1.0,175,268.53758
2.0,224,270.01597
2.0,206,271.386863
0.0,129,272.192362
2.0,204,273.530077
0.0,129,274.38364
0.0,129,275.176521
0.0,129,275.99272
1.0,155,276.995239
2.0,202,278.315282
0.0,129,279.13829
0.0,129,279.93112
2.0,202,281.249088
3.0,249,282.865771
1.0,173,283.986897
1.0,175,285.134077
2.0,223,286.576549
3.0,250,288.253386
0.0,129,289.062213
2.0,221,290.488465
0.0,125,291.322059
0.0,125,292.07911
0.0,129,292.893973
0.0,129,293.70154
0.0,127,294.507515
1.0,157,295.502196
0.0,125,296.307017
4.0,277,298.1646
0.0,127,298.94906
0.0,129,299.706992
3.0,218,301.162297
3.0,232,302.70505
0.0,129,303.519279
0.0,125,304.305195
2.0,220,305.76273
4.0,258,307.459348
5.0,316,309.551522
0.0,127,310.380792
0.0,127,311.187665
2.0,203,312.502585
0.0,127,313.346163
0.0,125,314.147293
1.0,153,315.093371
3.0,247,316.793228
0.0,129,317.60383
0.0,129,318.438974
1.0,172,319.577711
