#{"t_start": 1629010397.293297, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,205,4.543773
5.0,350,6.870659
1.0,173,7.981999
0.0,129,8.811975
2.0,222,10.260668
0.0,129,11.033087
0.0,127,11.838951
0.0,129,12.630706
4.0,298,14.533782
0.0,129,15.337577
0.0,129,16.146763
2.0,225,17.911734
2.0,224,19.651492
1.0,171,20.848328
4.0,299,22.881882
0.0,127,23.702811
1.0,155,24.697396
0.0,127,25.491215
0.0,129,26.316341
0.0,129,27.126383
1.0,176,28.295954
0.0,127,29.126339
0.0,127,29.922361
5.0,311,32.010743
2.0,188,33.249885
2.0,224,34.718735
0.0,129,35.521813
1.0,175,36.613646
2.0,224,38.092151
0.0,127,38.906002
1.0,155,39.904694
0.0,127,40.700776
0.0,125,41.501345
2.0,201,42.808187
2.0,182,43.987103
0.0,125,44.778145
3.0,270,46.590487
0.0,127,47.402726
9.0,403,50.117639
1.0,175,51.23716
1.0,173,52.360009
0.0,129,53.206593
0.0,129,54.01639
0.0,127,54.827886
3.0,231,56.369838
0.0,129,57.183013
2.0,203,58.51136
2.0,184,59.726575
0.0,127,60.523636
1.0,177,61.640403
0.0,127,62.406623
0.0,127,63.244383
0.0,125,64.040044
7.0,326,66.279564
0.0,127,67.047359
1.0,173,68.191043
2.0,188,69.430717
1.0,175,70.598768
6.0,381,73.233813
0.0,129,74.037745
2.0,204,75.337915
1.0,157,76.360989
0.0,129,77.171544
2.0,206,78.522518
2.0,203,79.864769
0.0,127,80.663978
2.0,201,81.983931
1.0,155,82.990973
2.0,224,84.421586
2.0,202,85.720553
3.0,254,87.400656
1.0,171,88.544984
1.0,173,89.65942
1.0,157,90.688771
0.0,127,91.46857
3.0,255,93.158807
1.0,172,94.26373
0.0,127,95.065479
1.0,173,96.200715
1.0,176,97.341638
0.0,129,98.158895
0.0,127,98.948058
6.0,352,101.303429
0.0,127,102.085585
0.0,127,102.89994
0.0,129,103.732792
2.0,209,105.102505
2.0,225,106.594882
2.0,202,107.908682
0.0,127,108.718325
2.0,220,110.137755
0.0,129,110.903695
4.0,278,112.742581
0.0,127,113.512173
1.0,175,114.658855
2.0,224,116.110397
3.0,270,117.927388
0.0,129,118.722234
5.0,274,120.505361
0.0,129,121.273
2.0,223,122.745391
7.0,383,125.320801
2.0,222,126.790953
1.0,157,127.849802
1.0,173,128.961714
1.0,176,130.091917
4.0,301,132.092831
4.0,302,134.087243
1.0,157,135.119938
1.0,173,136.200476
2.0,202,137.541935
2.0,185,138.732528
1.0,173,139.870381
0.0,125,140.656647
3.0,230,142.16932
1.0,175,143.293388
5.0,351,145.6971
0.0,129,146.505619
2.0,198,147.822521
3.0,274,149.648796
0.0,123,150.434587
0.0,127,151.246379
0.0,129,152.023836
1.0,175,153.152652
0.0,127,153.945738
0.0,125,154.709892
0.0,129,155.519684
0.0,125,156.361895
0.0,125,157.159053
0.0,129,157.934946
3.0,233,159.456085
0.0,127,160.262145
1.0,157,161.243819
2.0,198,162.572228
1.0,157,163.582679
1.0,173,164.71515
2.0,219,166.175036
2.0,224,167.660007
5.0,311,169.705555
3.0,252,171.349604
0.0,127,172.160562
6.0,380,174.727561
0.0,127,175.518652
1.0,171,176.58434
1.0,174,177.729682
0.0,127,178.529959
5.0,349,180.83495
1.0,175,181.97356
3.0,248,183.614536
6.0,360,186.037416
1.0,173,187.187301
0.0,127,188.00464
1.0,155,188.963789
0.0,129,189.79042
0.0,129,190.61306
2.0,200,191.930695
0.0,123,192.706425
0.0,127,193.500257
0.0,129,194.327305
0.0,125,195.078539
1.0,173,196.21262
1.0,155,197.172421
0.0,129,197.934692
2.0,201,199.258485
1.0,157,200.206446
2.0,198,201.534295
0.0,129,202.325691
0.0,127,203.099535
0.0,129,203.894574
3.0,247,205.487137
4.0,318,207.656885
1.0,171,208.744436
2.0,226,210.245585
4.0,297,212.270682
3.0,252,213.940123
5.0,345,216.188358
2.0,198,217.413282
0.0,127,218.262039
0.0,125,219.052168
2.0,221,220.452515
6.0,402,223.093759
0.0,129,223.919969
0.0,125,224.707109
0.0,125,225.4925
0.0,125,226.300643
0.0,127,227.09655
0.0,127,227.906492
4.0,278,229.739079
0.0,127,230.55686
2.0,198,231.862201
4.0,296,233.839552
3.0,270,235.646978
0.0,127,236.428104
2.0,205,237.719914
0.0,127,238.52968
1.0,178,239.691361
1.0,173,240.779454
3.0,246,242.424654
2.0,184,243.637942
1.0,157,244.600287
1.0,176,245.710531
4.0,296,247.713509
0.0,129,248.520766
1.0,173,249.626773
3.0,228,251.127428
1.0,171,252.268777
0.0,129,253.082503
3.0,233,254.568078
1.0,175,255.692464
1.0,157,256.687581
1.0,157,257.692231
1.0,173,258.809059
2.0,206,260.186359
1.0,156,261.181811
0.0,129,261.999385
9.0,424,264.861963
1.0,151,265.788185
1.0,155,266.771004
0.0,125,267.59181
1.0,177,268.744787
1.0,177,269.860732
1.0,157,270.879109
1.0,175,272.036103
0.0,129,272.839117
2.0,227,274.409838
2.0,202,275.68632
1.0,173,276.811696
1.0,173,277.934189
0.0,129,278.760224
3.0,233,280.291053
1.0,171,281.391657
3.0,249,283.022244
2.0,202,284.330961
0.0,127,285.154893
2.0,190,286.3581
2.0,204,287.674345
4.0,319,289.825061
0.0,129,290.668591
0.0,129,291.487065
0.0,127,292.266709
1.0,173,293.378848
1.0,151,294.365906
1.0,157,295.35727
0.0,129,296.187424
1.0,172,297.306556
1.0,173,298.404701
3.0,233,299.950352
1.0,175,301.044187
0.0,125,301.831166
0.0,125,302.619593
0.0,127,303.422754
0.0,125,304.210178
3.0,215,305.630414
2.0,222,307.084216
1.0,178,308.228422
0.0,123,308.974921
0.0,127,309.762386
3.0,238,311.379387
0.0,123,312.140395
0.0,125,312.943888
0.0,129,313.808609
0.0,127,314.588774
0.0,127,315.353279
0.0,129,316.178376
4.0,297,318.246896
0.0,127,319.049302
0.0,129,319.873474
0.0,125,320.638164
2.0,201,321.962921
1.0,173,323.073734
0.0,127,323.877184
0.0,129,324.759706
3.0,268,326.523848
2.0,185,327.754271
