#{"t_start": 1629010397.3166897, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,3.94612
0.0,129,4.766311
0.0,125,5.536604
0.0,125,6.282462
0.0,127,7.088715
2.0,202,8.414263
5.0,352,10.7534
0.0,129,11.567636
2.0,202,12.867537
10.0,469,15.959956
0.0,129,16.903047
1.0,157,18.114393
0.0,125,19.036891
2.0,222,20.665897
2.0,220,22.154958
3.0,248,23.815412
0.0,127,24.616278
0.0,129,25.422439
0.0,127,26.207402
0.0,125,27.020522
0.0,127,27.861815
0.0,127,28.667799
2.0,187,29.883684
0.0,129,30.691714
2.0,204,32.068115
2.0,184,33.254956
0.0,129,34.022948
1.0,171,35.140905
2.0,220,36.552747
0.0,129,37.32645
0.0,127,38.157492
3.0,230,39.697268
1.0,153,40.70166
11.0,495,44.094489
2.0,222,45.551896
3.0,251,47.239158
1.0,155,48.268162
2.0,220,49.684831
2.0,202,50.97979
2.0,204,52.31073
1.0,176,53.505736
1.0,157,54.508676
1.0,175,55.648302
3.0,231,57.19907
2.0,220,58.641522
1.0,155,59.642264
1.0,153,60.627447
3.0,248,62.220981
0.0,127,63.055428
1.0,173,64.192121
1.0,172,65.313014
2.0,185,66.53849
5.0,350,68.915805
2.0,187,70.162086
0.0,123,70.952716
2.0,200,72.291637
0.0,127,73.07344
1.0,173,74.220475
2.0,201,75.501748
1.0,154,76.52039
1.0,178,77.661634
0.0,127,78.439431
0.0,125,79.220657
0.0,129,80.070383
0.0,129,80.900003
2.0,202,82.201068
5.0,303,84.173381
2.0,183,85.342989
0.0,129,86.15995
1.0,171,87.263211
3.0,250,88.967666
1.0,175,90.110585
1.0,155,91.104115
4.0,297,93.062114
2.0,202,94.400835
2.0,200,95.711072
0.0,127,96.53744
8.0,372,99.05446
0.0,129,99.86009
5.0,348,102.182377
0.0,129,103.021186
2.0,220,104.467165
3.0,266,106.270524
0.0,129,107.044385
1.0,173,108.195911
0.0,127,108.96868
0.0,127,109.720591
2.0,199,111.018325
4.0,300,112.975266
2.0,202,114.296235
0.0,125,115.078119
0.0,129,115.859313
0.0,127,116.692141
1.0,173,117.798307
2.0,202,119.083575
0.0,127,119.874531
2.0,222,121.291132
9.0,382,123.86656
0.0,129,124.640553
1.0,157,125.680025
1.0,173,126.804067
0.0,129,127.645486
0.0,127,128.458002
0.0,129,129.262141
2.0,183,130.426879
1.0,155,131.41273
1.0,174,132.526536
1.0,155,133.521136
2.0,200,134.803859
0.0,129,135.628706
1.0,174,136.742045
1.0,151,137.735901
2.0,203,139.030499
1.0,155,140.040653
2.0,202,141.334859
0.0,129,142.164778
0.0,127,142.960048
0.0,127,143.789035
0.0,123,144.524691
2.0,198,145.837997
0.0,129,146.643112
0.0,127,147.423214
1.0,173,148.579039
2.0,202,149.911766
0.0,129,150.750503
5.0,345,153.025833
1.0,173,154.165054
3.0,271,155.974814
1.0,155,157.005102
2.0,202,158.310393
2.0,219,159.718498
5.0,325,161.950256
0.0,127,162.753887
1.0,171,163.84053
3.0,230,165.379226
1.0,177,166.512892
12.0,510,169.973856
1.0,153,170.933471
0.0,127,171.763939
2.0,221,173.206505
4.0,267,174.9619
0.0,129,175.775948
1.0,175,176.886493
0.0,127,177.680771
0.0,129,178.506343
1.0,171,179.604856
1.0,157,180.564364
0.0,127,181.357395
0.0,129,182.189605
4.0,324,184.377706
0.0,125,185.151463
1.0,178,186.29093
0.0,127,187.095139
0.0,127,187.901111
2.0,200,189.196026
0.0,127,190.019637
2.0,199,191.300407
0.0,129,192.133099
0.0,125,192.928577
2.0,201,194.263818
2.0,222,195.698975
0.0,125,196.465143
0.0,129,197.263784
0.0,129,198.051594
3.0,270,199.812657
1.0,157,200.817311
4.0,293,202.750976
3.0,247,204.368409
2.0,200,205.635129
3.0,250,207.318305
1.0,173,208.419821
0.0,127,209.22726
0.0,125,210.00086
3.0,273,211.799301
3.0,218,213.305381
0.0,125,214.077058
6.0,379,216.526712
1.0,173,217.66089
0.0,127,218.479037
7.0,447,221.395668
0.0,127,222.1656
4.0,297,224.166478
0.0,127,224.989096
0.0,127,225.795935
0.0,127,226.617263
0.0,127,227.383288
5.0,326,229.567942
0.0,127,230.378397
5.0,366,232.87238
8.0,353,235.224243
3.0,250,236.889123
1.0,157,237.866763
0.0,129,238.700541
3.0,254,240.371426
2.0,220,241.836884
0.0,129,242.645928
0.0,127,243.432986
2.0,201,244.708814
3.0,231,246.226579
1.0,157,247.216577
2.0,202,248.572495
3.0,250,250.199222
2.0,203,251.543161
1.0,173,252.706305
5.0,313,254.755225
2.0,206,256.073006
2.0,202,257.394326
5.0,348,259.745194
3.0,232,261.293777
0.0,129,262.121066
4.0,319,264.248648
1.0,173,265.336042
1.0,153,266.30381
1.0,157,267.298885
3.0,248,268.970469
2.0,201,270.299484
0.0,127,271.089734
0.0,127,271.894672
0.0,125,272.678044
0.0,129,273.495633
2.0,183,274.725281
0.0,129,275.512789
0.0,129,276.313081
0.0,127,277.146573
0.0,127,277.927651
1.0,174,279.04827
5.0,352,281.428879
1.0,153,282.351779
0.0,127,283.16839
2.0,222,284.643711
0.0,127,285.436336
1.0,173,286.535762
2.0,202,287.844836
1.0,173,288.970664
1.0,159,289.993925
0.0,129,290.83755
1.0,175,291.934456
1.0,153,292.925131
0.0,127,293.747988
1.0,155,294.748684
2.0,203,296.032946
0.0,125,296.87076
0.0,129,297.703039
5.0,352,300.018395
3.0,234,301.533953
2.0,205,302.893895
3.0,230,304.43973
0.0,127,305.207533
1.0,173,306.339524
1.0,171,307.443634
8.0,279,309.276599
0.0,129,310.092396
2.0,223,311.589643
2.0,204,312.956814
2.0,183,314.180521
2.0,205,315.50011
0.0,125,316.311999
0.0,125,317.099324
0.0,127,317.907259
3.0,234,319.500182
0.0,127,320.274814
0.0,129,321.099518
4.0,297,323.101265
1.0,173,324.233746
1.0,155,325.264582
1.0,175,326.380127
2.0,181,327.587321
2.0,201,328.904112
1.0,153,329.867903
2.0,226,331.399275
1.0,153,332.381908
2.0,205,333.772828
3.0,235,335.325146
1.0,176,336.523275
0.0,127,337.293689
0.0,129,338.088225
1.0,157,339.102308
1.0,155,340.118577
1.0,173,341.206829
0.0,129,341.999581
0.0,129,342.817358
0.0,127,343.591945
2.0,224,345.022479
3.0,250,346.671263
3.0,234,348.216075
0.0,129,349.041646
5.0,369,351.551691
1.0,178,352.712188
1.0,175,353.84287
1.0,155,354.860136
0.0,129,355.677975
2.0,223,357.143807
0.0,127,357.949534
2.0,207,359.266525
0.0,127,360.054307
0.0,129,360.886104
1.0,171,361.967681
2.0,204,363.285719
4.0,277,365.108334
0.0,127,365.911785
1.0,171,367.017426
0.0,127,367.849215
2.0,202,369.186789
1.0,175,370.319904
0.0,129,371.122813
0.0,127,371.919756
2.0,224,373.380446
2.0,202,374.725698
0.0,129,375.558233
1.0,155,376.563242
0.0,127,377.342566
1.0,174,378.478838
2.0,200,379.783696
4.0,276,381.596546
0.0,125,382.413137
0.0,127,383.220244
0.0,129,384.028109
0.0,127,384.788634
1.0,173,385.916919
0.0,129,386.74149
5.0,348,389.124356
2.0,224,390.600499
2.0,206,391.969516
1.0,175,393.148597
2.0,202,394.47889
1.0,176,395.584683
1.0,174,396.728972
0.0,129,397.537107
9.0,406,400.19577
1.0,173,401.326619
3.0,230,402.79083
0.0,127,403.603826
5.0,327,405.821976
2.0,201,407.117315
0.0,129,407.942804
0.0,129,408.750561
2.0,199,410.013421
0.0,129,410.827676
3.0,274,412.602432
2.0,185,413.786341
2.0,200,415.143183
1.0,157,416.137094
3.0,250,417.704637
3.0,246,419.305499
0.0,129,420.169477
4.0,299,422.11232
6.0,382,424.628533
9.0,380,427.187011
4.0,297,429.156245
0.0,127,429.958913
0.0,129,430.77842
5.0,350,433.134203
6.0,380,435.654864
0.0,127,436.433539
2.0,202,437.703015
0.0,127,438.474079
0.0,125,439.234744
5.0,352,441.601194
2.0,200,442.945856
3.0,230,444.393018
4.0,297,446.253062
0.0,125,447.026897
4.0,297,449.023417
0.0,129,449.803233
2.0,202,451.133601
1.0,153,452.098808
0.0,125,452.865153
4.0,279,454.691834
0.0,127,455.468754
5.0,330,457.653189
5.0,308,459.661996
1.0,178,460.816704
2.0,202,462.113252
3.0,233,463.605329
1.0,173,464.708225
3.0,228,466.129716
0.0,125,466.939812
0.0,127,467.746767
3.0,228,469.215589
3.0,229,470.689887
2.0,206,472.018156
2.0,202,473.299101
3.0,258,474.988575
4.0,299,476.964069
2.0,204,478.239165
4.0,264,479.898645
1.0,160,480.927469
5.0,311,482.959693
4.0,280,484.794597
5.0,350,487.122155
11.0,271,488.892076
7.0,248,490.524069
3.0,231,492.039182
1.0,155,493.036174
4.0,256,494.656745
11.0,472,497.791354
4.0,264,499.466981
3.0,216,500.845612
2.0,200,502.098061
4.0,297,504.066401
0.0,127,504.821795
6.0,365,507.171441
9.0,476,510.374814
10.0,450,513.297858
2.0,221,514.709796
3.0,231,516.161553
2.0,183,517.328026
9.0,348,519.606443
4.0,280,521.365261
5.0,354,523.662772
4.0,302,525.594101
7.0,425,528.348546
7.0,427,531.13292
11.0,271,532.846381
4.0,301,534.771195
1.0,155,535.710125
3.0,250,537.3168
3.0,232,538.749336
7.0,448,541.582228
10.0,480,544.618197
6.0,421,547.285503
6.0,340,549.481881
7.0,424,552.159314
14.0,569,555.777398
8.0,277,557.515152
8.0,447,560.362617
11.0,446,563.234365
10.0,491,566.347814
9.0,495,569.544349
13.0,351,571.748812
7.0,248,573.296889
11.0,472,576.263854
7.0,428,579.001331
10.0,505,582.215502
14.0,373,584.578061
13.0,500,587.76603
8.0,409,590.412268
11.0,499,593.630289
11.0,501,596.827266
7.0,408,599.383165
26.0,601,603.180045
14.0,512,606.454314
11.0,545,609.994813
8.0,454,612.875705
8.0,447,615.753759
10.0,483,618.816495
12.0,573,622.4528
11.0,533,625.92759
22.0,683,630.308749
12.0,440,633.081221
9.0,501,636.263829
13.0,490,639.344944
16.0,470,642.336928
13.0,633,646.311471
15.0,502,649.481051
9.0,484,652.579349
14.0,446,655.415281
19.0,631,659.411167
9.0,481,662.443027
12.0,639,666.551195
12.0,561,670.079691
19.0,583,673.779947
10.0,573,677.412744
15.0,715,681.952418
19.0,740,686.706387
9.0,349,688.90435
24.0,503,692.065591
4.0,281,693.853566
7.0,407,696.588848
7.0,424,699.265614
19.0,596,703.072358
6.0,337,705.20989
22.0,490,708.282909
0.0,129,709.138128
0.0,129,709.940845
5.0,350,712.341887
16.0,608,716.201983
20.0,658,720.505327
13.0,372,722.814783
12.0,588,726.567294
16.0,648,730.719302
14.0,676,734.995174
24.0,636,738.987146
26.0,805,744.09207
15.0,546,747.595624
15.0,539,751.030117
13.0,545,754.391262
6.0,338,756.508937
18.0,675,760.768555
21.0,624,764.689519
12.0,591,768.431038
3.0,231,769.857206
14.0,630,773.989442
15.0,632,777.965569
18.0,576,781.590126
5.0,314,783.514534
13.0,540,786.955244
15.0,562,790.523565
13.0,635,794.532864
14.0,517,797.843833
14.0,592,801.566212
21.0,669,805.795051
14.0,625,809.799336
14.0,516,813.020057
27.0,527,816.323034
21.0,771,821.152
15.0,766,825.966033
43.0,860,831.446045
19.0,696,835.782149
22.0,731,840.407188
11.0,579,844.046555
18.0,796,849.127687
22.0,744,853.809835
19.0,663,857.999639
25.0,746,862.684558
14.0,610,866.488452
46.0,1007,872.79058
6.0,357,875.01335
14.0,641,879.021352
46.0,1102,885.988711
16.0,597,889.738604
29.0,769,894.556488
19.0,546,898.002007
9.0,461,900.884825
22.0,562,904.343648
11.0,430,907.025934
9.0,449,909.850539
23.0,770,914.685999
1.0,175,915.829057
8.0,385,918.23563
18.0,787,923.158107
20.0,440,925.865551
15.0,611,929.698727
10.0,377,932.050933
18.0,755,936.818239
22.0,413,939.377646
15.0,642,943.430599
11.0,517,946.60032
