#{"t_start": 1629249968.1087215, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,203,2.714313
1.0,171,3.80334
0.0,129,4.637309
0.0,129,5.464952
0.0,125,6.279155
2.0,202,7.618524
1.0,178,8.829775
4.0,299,10.871999
4.0,277,12.75156
1.0,171,13.910904
0.0,129,14.812945
0.0,125,15.658704
0.0,127,16.523798
0.0,127,17.309184
0.0,129,18.141572
0.0,127,19.021677
0.0,129,19.897146
0.0,127,20.710102
0.0,125,21.538999
2.0,222,23.085982
0.0,127,23.963627
0.0,129,24.854822
0.0,129,25.770564
1.0,155,26.823156
2.0,222,28.438993
2.0,224,30.145012
0.0,129,31.021784
2.0,202,32.59175
0.0,127,33.513783
4.0,316,35.921562
2.0,202,37.448676
1.0,176,38.832887
8.0,371,41.667601
4.0,297,43.889256
2.0,226,45.944723
2.0,224,47.934986
2.0,200,49.685135
2.0,223,51.264008
5.0,349,53.795273
0.0,129,54.811041
1.0,153,56.076515
4.0,306,58.617774
1.0,175,59.923517
0.0,125,60.85474
1.0,173,62.261251
3.0,233,63.947096
4.0,283,66.164927
0.0,129,67.012495
2.0,224,68.556518
1.0,173,69.791168
0.0,125,70.622626
2.0,223,72.215648
2.0,223,73.772341
0.0,127,74.672126
1.0,159,75.774723
2.0,201,77.196373
1.0,177,78.396351
0.0,127,79.289201
3.0,247,81.000668
1.0,153,82.001359
0.0,127,82.889297
2.0,223,84.410344
2.0,224,86.01859
0.0,127,86.863231
0.0,125,87.718267
1.0,174,88.935842
0.0,129,89.823924
0.0,129,90.703421
1.0,171,91.793897
2.0,224,93.430242
4.0,275,95.579118
1.0,176,96.83724
1.0,155,97.966015
5.0,346,100.734461
0.0,127,101.716521
0.0,127,102.637888
0.0,129,103.675402
0.0,127,104.790965
2.0,202,106.464416
2.0,204,108.17944
1.0,175,109.527465
0.0,127,110.473578
1.0,159,111.656549
0.0,129,112.55356
4.0,259,114.545183
1.0,173,115.915585
2.0,202,117.648153
1.0,155,118.880832
2.0,224,120.793674
0.0,129,121.785339
4.0,318,124.180403
3.0,250,126.008578
0.0,129,126.929525
1.0,174,128.147494
0.0,129,128.996569
1.0,155,130.084418
0.0,127,130.926361
0.0,129,131.807301
1.0,175,132.98651
2.0,198,134.381735
3.0,250,136.19945
0.0,129,137.088831
0.0,127,137.948912
1.0,174,139.116132
3.0,252,140.918807
0.0,129,141.820379
0.0,125,142.655967
0.0,129,143.629597
0.0,127,144.591465
0.0,127,145.474558
0.0,129,146.391937
1.0,151,147.5287
1.0,173,148.719143
0.0,129,149.57367
0.0,129,150.412531
1.0,175,151.616682
0.0,125,152.456007
2.0,203,153.865753
1.0,174,155.062766
0.0,127,155.949511
4.0,280,157.981408
3.0,248,159.841087
3.0,216,161.37987
1.0,170,162.525139
1.0,155,163.547419
0.0,125,164.357309
0.0,125,165.23287
5.0,334,167.648814
0.0,127,168.519127
0.0,129,169.395838
0.0,129,170.236534
0.0,129,171.102974
0.0,127,171.998847
5.0,357,174.500924
0.0,129,175.349482
0.0,127,176.196054
0.0,127,177.030084
1.0,157,178.130613
0.0,127,178.968823
2.0,183,180.255765
0.0,127,181.128818
2.0,201,182.555739
1.0,171,183.792135
0.0,125,184.646269
3.0,235,186.348067
0.0,129,187.233682
0.0,127,188.116993
2.0,188,189.471118
1.0,152,190.543133
1.0,173,191.826839
5.0,341,194.287179
0.0,129,195.20379
0.0,129,196.097924
1.0,173,197.309899
0.0,129,198.115437
0.0,127,198.964355
2.0,199,200.371153
0.0,127,201.227303
1.0,173,202.436112
2.0,202,203.981383
4.0,317,206.292535
0.0,125,207.108196
1.0,173,208.405186
0.0,129,209.341708
3.0,249,211.140819
1.0,153,212.33061
1.0,173,213.625844
0.0,129,214.530936
2.0,220,216.197296
5.0,309,218.441574
0.0,127,219.343363
1.0,175,220.587744
1.0,155,221.722599
1.0,173,222.954758
0.0,129,223.887971
0.0,127,224.811873
1.0,155,225.922072
2.0,204,227.479096
0.0,123,228.378384
0.0,125,229.267233
0.0,125,230.109672
6.0,359,232.853331
3.0,249,234.741504
2.0,225,236.721655
2.0,227,238.664574
0.0,125,239.73674
0.0,127,240.819532
1.0,157,241.929548
1.0,157,243.113332
2.0,202,244.83429
0.0,127,245.766976
3.0,217,247.397055
0.0,127,248.299354
0.0,129,249.193698
4.0,300,251.382773
0.0,127,252.256254
