#{"t_start": 1629112142.1039207, "env_id": null}
r,l,t
16,100,2.348672
12,100,2.709095
17,100,3.082753
8,100,3.434613
12,100,3.790017
5,100,4.1551
6,100,4.557496
9,100,4.967609
11,100,5.334451
18,100,5.691872
4,100,6.06282
12,100,6.422242
13,100,6.799942
6,100,7.170445
11,100,7.569293
9,100,7.952008
11,100,8.371459
6,100,8.769912
15,100,9.146737
17,100,9.555158
8,100,9.988899
8,100,10.38587
15,100,10.76106
18,100,11.12961
10,100,11.503083
17,100,11.886393
8,100,12.269505
11,100,12.647536
8,100,13.002598
14,100,13.368056
8,100,13.735099
13,100,14.109011
12,100,14.494978
8,100,14.854573
11,100,15.232117
14,100,15.601006
12,100,15.979464
15,100,16.37448
16,100,16.749427
26,100,17.111467
12,100,17.531961
22,100,17.904747
17,100,18.280126
15,100,18.639158
12,100,18.996026
15,100,19.354495
11,100,19.739817
16,100,20.115878
12,100,20.54706
16,100,20.930239
14,100,21.330387
14,100,21.71291
18,100,22.106844
23,100,22.477376
16,100,22.886196
15,100,23.246357
17,100,23.618821
12,100,23.974838
16,100,24.342327
24,100,24.70458
11,100,25.067245
12,100,25.450121
13,100,25.817113
16,100,26.192307
16,100,26.594804
14,100,26.949215
13,100,27.308561
12,100,27.659317
14,100,28.021832
14,100,28.37848
10,100,28.752021
17,100,29.129779
12,100,29.487821
13,100,29.848824
10,100,30.230741
18,100,30.605159
12,100,31.018856
11,100,31.394269
15,100,31.773436
15,100,32.162241
12,100,32.541205
16,100,32.941138
16,100,33.299588
12,100,33.664973
15,100,34.02679
19,100,34.41236
13,100,34.810787
11,100,35.17418
15,100,35.59301
9,100,35.960588
13,100,36.331071
16,100,36.682882
16,100,37.052239
23,100,37.428728
14,100,37.827203
19,100,38.18336
12,100,38.595784
23,100,39.006129
14,100,39.407407
20,100,39.772781
16,100,40.136952
15,100,40.503317
14,100,40.913116
15,100,41.280785
14,100,41.659034
16,100,42.019173
17,100,42.387023
13,100,42.754114
16,100,43.127057
15,100,43.497443
12,100,43.881564
14,100,44.245303
21,100,44.629261
16,100,45.005712
17,100,45.382809
17,100,45.757786
11,100,46.121128
17,100,46.49354
12,100,46.852897
18,100,47.223587
18,100,47.607489
14,100,47.967235
11,100,48.328088
25,100,48.742557
20,100,49.118312
19,100,49.521589
15,100,49.900969
18,100,50.298782
18,100,50.675987
12,100,51.044822
11,100,51.431994
15,100,51.816935
22,100,52.162899
22,100,52.521168
15,100,52.934106
21,100,53.301567
14,100,53.692257
15,100,54.053002
13,100,54.441242
21,100,54.814991
21,100,55.18447
18,100,55.54369
24,100,55.929383
20,100,56.297144
29,100,56.692372
14,100,57.058041
18,100,57.425381
21,100,57.801509
17,100,58.174614
22,100,58.551207
19,100,58.956214
17,100,59.342721
16,100,59.726389
23,100,60.10141
16,100,60.469804
16,100,60.838214
15,100,61.222906
22,100,61.626408
27,100,61.986751
19,100,62.356997
17,100,62.722029
17,100,63.085449
21,100,63.433474
16,100,63.802589
20,100,64.169324
17,100,64.529232
16,100,64.900407
14,100,65.270553
18,100,65.632613
15,100,66.000885
16,100,66.398207
17,100,66.768085
12,100,67.134914
13,100,67.494608
16,100,67.848984
17,100,68.222191
20,100,68.606144
18,100,68.992247
15,100,69.361097
17,100,69.725919
21,100,70.087368
23,100,70.447047
22,100,70.791044
11,100,71.130838
23,100,71.483145
18,100,71.870507
14,100,72.28315
16,100,72.647966
22,100,73.032297
21,100,73.398112
17,100,73.766154
18,100,74.124191
11,100,74.524647
17,100,74.880342
12,100,75.259677
19,100,75.645831
17,100,76.041213
16,100,76.411467
14,100,76.780955
15,100,77.146544
21,100,77.509362
22,100,77.869345
18,100,78.225372
