#{"t_start": 1629131209.442828, "env_id": null}
r,l,t
17,100,2.417515
11,100,2.767946
11,100,3.13227
10,100,3.483281
11,100,3.849017
5,100,4.201288
12,100,4.566669
7,100,4.929209
10,100,5.308074
13,100,5.671527
11,100,6.028895
14,100,6.37663
11,100,6.747948
12,100,7.099955
12,100,7.464629
11,100,7.82408
13,100,8.204789
6,100,8.572095
14,100,8.958907
6,100,9.332986
7,100,9.690465
14,100,10.040005
10,100,10.390767
10,100,10.738744
15,100,11.097242
14,100,11.442442
13,100,11.812654
19,100,12.165633
18,100,12.537891
17,100,12.886593
14,100,13.257318
11,100,13.626058
17,100,14.009734
16,100,14.366185
13,100,14.757533
11,100,15.176087
15,100,15.559051
9,100,15.903759
6,100,16.275629
16,100,16.618157
12,100,16.988064
14,100,17.333684
12,100,17.724295
15,100,18.089628
4,100,18.440538
11,100,18.792844
14,100,19.14613
13,100,19.488654
15,100,19.86535
16,100,20.239552
10,100,20.620348
13,100,20.970854
8,100,21.332716
7,100,21.689228
12,100,22.052736
13,100,22.409175
21,100,22.779229
10,100,23.15168
16,100,23.513049
7,100,23.862823
11,100,24.226067
8,100,24.587922
20,100,24.968927
15,100,25.325076
7,100,25.688914
9,100,26.02855
15,100,26.377309
15,100,26.733745
9,100,27.101173
7,100,27.469177
12,100,27.824631
7,100,28.176011
8,100,28.54551
3,100,28.89756
9,100,29.254308
14,100,29.594747
15,100,29.960478
13,100,30.332414
15,100,30.699485
16,100,31.033887
15,100,31.38567
16,100,31.739914
15,100,32.113775
16,100,32.495553
8,100,32.853837
9,100,33.212369
6,100,33.567457
5,100,33.92907
12,100,34.308559
12,100,34.661004
15,100,35.015301
12,100,35.374077
14,100,35.757998
12,100,36.167429
20,100,36.574948
19,100,36.922307
13,100,37.295513
18,100,37.672514
11,100,38.049839
13,100,38.414705
13,100,38.795208
18,100,39.149487
12,100,39.543017
17,100,39.902167
12,100,40.282432
14,100,40.628331
11,100,41.012555
13,100,41.382329
18,100,41.754858
18,100,42.112007
16,100,42.49498
5,100,42.856362
14,100,43.244994
13,100,43.598122
5,100,43.970254
13,100,44.323931
16,100,44.719728
12,100,45.069669
10,100,45.430435
15,100,45.817186
10,100,46.17978
12,100,46.526557
15,100,46.904794
15,100,47.271683
14,100,47.642787
13,100,47.992795
16,100,48.353652
15,100,48.696982
14,100,49.063383
18,100,49.419518
12,100,49.792308
13,100,50.137537
17,100,50.507437
10,100,50.848096
15,100,51.231015
8,100,51.586272
17,100,51.955811
15,100,52.307261
11,100,52.672148
9,100,53.040895
14,100,53.416078
14,100,53.768741
13,100,54.131407
20,100,54.469615
14,100,54.829146
10,100,55.182584
18,100,55.536066
9,100,55.88569
11,100,56.236643
14,100,56.591637
16,100,56.958856
9,100,57.308298
12,100,57.688744
11,100,58.035073
13,100,58.387355
13,100,58.736903
9,100,59.089229
15,100,59.445262
11,100,59.788958
10,100,60.132519
13,100,60.52024
10,100,60.887411
10,100,61.248818
12,100,61.601266
8,100,61.95885
23,100,62.309498
18,100,62.703107
18,100,63.068934
13,100,63.432473
11,100,63.837355
8,100,64.193186
12,100,64.549947
12,100,64.922642
15,100,65.279527
14,100,65.643315
14,100,66.001287
14,100,66.359157
15,100,66.709002
14,100,67.066654
13,100,67.427664
9,100,67.787341
11,100,68.173162
12,100,68.545314
22,100,68.902914
20,100,69.271104
13,100,69.660158
17,100,70.019103
12,100,70.36322
18,100,70.711
17,100,71.045046
18,100,71.385
14,100,71.728774
16,100,72.081167
14,100,72.432839
15,100,72.794649
16,100,73.145226
14,100,73.499514
21,100,73.848691
11,100,74.202837
15,100,74.548278
16,100,74.922192
14,100,75.275497
26,100,75.646784
18,100,75.998906
21,100,76.364468
14,100,76.737984
23,100,77.126839
18,100,77.497732
12,100,77.867757
17,100,78.219756
13,100,78.578746
15,100,78.937728
22,100,79.299409
17,100,79.669493
15,100,80.025952
