#{"t_start": 1629019541.255071, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,2.287608
0.0,129,3.16424
0.0,125,3.955123
0.0,125,4.707036
0.0,127,5.517925
2.0,202,6.844156
5.0,352,9.217651
0.0,129,10.029871
2.0,202,11.346986
10.0,469,14.473038
0.0,129,15.296962
0.0,129,16.144309
0.0,129,16.940146
1.0,173,18.072593
0.0,127,18.896392
2.0,202,20.206839
5.0,346,22.583883
2.0,202,23.957796
0.0,123,24.756546
1.0,159,25.796034
3.0,230,27.320808
1.0,176,28.450616
0.0,127,29.261982
2.0,220,30.762679
1.0,158,31.801876
1.0,174,32.888431
4.0,279,34.782785
0.0,125,35.587208
2.0,184,36.827527
0.0,125,37.625313
0.0,127,38.429363
1.0,177,39.609094
1.0,152,40.608405
2.0,221,42.105254
5.0,330,44.373838
3.0,231,45.911093
1.0,157,46.885388
3.0,232,48.437647
1.0,173,49.559265
1.0,155,50.568158
3.0,250,52.203273
2.0,198,53.560201
1.0,177,54.702593
1.0,173,55.847286
1.0,173,56.979645
1.0,173,58.124718
1.0,177,59.322224
6.0,352,61.712527
0.0,125,62.487541
0.0,127,63.290931
1.0,173,64.482613
0.0,127,65.29519
4.0,299,67.31867
0.0,127,68.153678
0.0,127,68.97511
2.0,202,70.321274
1.0,155,71.319203
2.0,202,72.61184
4.0,297,74.615122
2.0,206,75.976444
2.0,189,77.164889
1.0,155,78.134527
3.0,250,79.81679
1.0,175,80.918153
0.0,127,81.731894
0.0,127,82.550289
1.0,175,83.709676
1.0,173,84.838554
0.0,129,85.664651
0.0,127,86.465335
2.0,202,87.824224
0.0,125,88.62036
2.0,207,90.023206
0.0,123,90.781183
0.0,127,91.574711
3.0,251,93.20773
0.0,129,93.998005
1.0,169,95.12118
0.0,127,95.926147
2.0,202,97.244905
1.0,155,98.248162
1.0,157,99.322027
2.0,202,100.688865
1.0,175,101.803221
1.0,155,102.788389
0.0,129,103.613226
2.0,205,105.014353
1.0,173,106.170544
1.0,173,107.306967
3.0,269,109.072254
1.0,157,110.101602
0.0,125,110.877371
1.0,174,112.001591
0.0,129,112.829418
0.0,123,113.69744
0.0,123,114.490528
0.0,127,115.27955
4.0,262,117.022992
3.0,250,118.672618
4.0,303,120.723542
0.0,129,121.573276
0.0,129,122.343555
1.0,175,123.509059
2.0,218,124.960526
0.0,129,125.761077
1.0,176,126.882978
1.0,155,127.916205
0.0,123,128.701888
3.0,268,130.49086
0.0,127,131.314725
1.0,173,132.387443
0.0,129,133.214091
0.0,129,134.048455
5.0,309,136.128023
4.0,299,138.119259
3.0,248,139.771316
1.0,176,140.871248
0.0,127,141.673373
2.0,222,143.115328
5.0,322,145.284617
1.0,172,146.417181
1.0,170,147.603374
1.0,157,148.635831
2.0,222,150.140717
1.0,170,151.230578
1.0,175,152.361528
2.0,202,153.642993
3.0,232,155.194396
1.0,157,156.202744
1.0,173,157.354677
0.0,129,158.157767
3.0,271,159.979886
0.0,125,160.760923
1.0,157,161.826126
3.0,250,163.492661
0.0,127,164.288904
6.0,358,166.723345
0.0,127,167.514821
0.0,127,168.344665
0.0,123,169.109544
0.0,129,169.948471
1.0,155,170.927939
0.0,127,171.769491
4.0,293,173.75032
2.0,202,175.056734
0.0,129,175.884341
3.0,230,177.403469
0.0,129,178.211774
3.0,252,179.842427
3.0,252,181.524638
2.0,202,182.821244
0.0,129,183.656936
2.0,229,185.211144
1.0,176,186.361293
5.0,351,188.745209
0.0,127,189.563723
2.0,199,190.849588
2.0,201,192.183075
0.0,129,192.998395
0.0,125,193.805149
0.0,127,194.582619
1.0,155,195.588505
2.0,182,196.775071
0.0,127,197.587292
1.0,175,198.726251
0.0,129,199.556678
0.0,129,200.362905
2.0,187,201.622031
0.0,129,202.468408
0.0,127,203.291959
0.0,129,204.12733
0.0,127,204.927245
1.0,178,206.103193
1.0,153,207.160089
0.0,127,207.945949
3.0,233,209.472065
6.0,380,212.024964
0.0,127,212.825267
1.0,154,213.814986
1.0,175,214.961461
0.0,127,215.779276
6.0,397,218.506429
1.0,173,219.638574
2.0,224,221.139915
3.0,250,222.792671
1.0,155,223.851771
3.0,232,225.383858
1.0,172,226.527688
5.0,309,228.578732
8.0,352,231.016098
4.0,301,233.045219
0.0,127,233.826537
1.0,173,234.980631
0.0,129,235.77892
4.0,299,237.778258
0.0,123,238.567206
2.0,208,239.974925
4.0,301,242.013084
0.0,129,242.856914
2.0,221,244.323362
0.0,129,245.16817
0.0,129,245.996801
3.0,231,247.488992
1.0,173,248.62012
1.0,173,249.758898
0.0,129,250.541634
3.0,250,252.219149
0.0,127,253.027741
3.0,250,254.657331
0.0,129,255.472076
1.0,173,256.544261
2.0,204,257.938353
0.0,129,258.749014
0.0,127,259.539032
2.0,202,260.84826
2.0,222,262.347321
2.0,205,263.758195
0.0,129,264.565029
1.0,171,265.656085
6.0,401,268.347399
2.0,224,269.840574
0.0,125,270.639745
2.0,198,271.893714
0.0,129,272.687287
0.0,127,273.469214
1.0,171,274.575984
5.0,350,276.904004
0.0,129,277.741269
0.0,127,278.524307
3.0,246,280.157221
0.0,129,280.98097
5.0,350,283.390729
1.0,157,284.353052
3.0,246,285.996918
0.0,129,286.825989
2.0,202,288.113012
1.0,173,289.240915
5.0,350,291.580561
2.0,202,292.939051
0.0,129,293.747474
0.0,129,294.548959
5.0,372,297.055238
0.0,129,297.870147
4.0,297,299.865287
0.0,129,300.641019
0.0,129,301.435222
5.0,350,303.805181
0.0,127,304.592103
5.0,350,306.941325
13.0,457,310.061449
2.0,198,311.323139
2.0,200,312.614038
5.0,327,314.812881
2.0,203,316.099981
0.0,129,316.920596
0.0,129,317.726031
0.0,129,318.548581
2.0,202,319.944928
0.0,127,320.754825
6.0,378,323.279217
2.0,203,324.626184
0.0,129,325.475647
9.0,404,328.182305
