#{"t_start": 1629019541.3549998, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,171,2.540194
1.0,171,3.680507
2.0,223,5.131507
2.0,201,6.461544
0.0,129,7.325418
1.0,173,8.393637
1.0,157,9.40354
0.0,127,10.223321
6.0,379,12.687809
0.0,125,13.480159
0.0,127,14.258146
0.0,127,15.072657
0.0,125,15.891545
0.0,125,16.659939
0.0,127,17.461198
4.0,298,19.490222
0.0,129,20.287944
0.0,125,21.098069
0.0,125,21.886461
2.0,202,23.239346
1.0,175,24.42471
2.0,201,25.784613
2.0,219,27.199683
0.0,129,28.020941
3.0,271,29.849533
2.0,200,31.205049
1.0,155,32.193829
0.0,129,33.006263
1.0,173,34.140255
0.0,129,34.928567
1.0,155,35.988597
0.0,127,36.803799
1.0,154,37.798765
0.0,127,38.636403
2.0,187,39.874404
0.0,125,40.666129
1.0,171,41.805612
2.0,226,43.303132
1.0,177,44.48438
0.0,127,45.289697
1.0,173,46.408535
1.0,155,47.413539
1.0,154,48.387784
0.0,125,49.169744
1.0,176,50.296671
1.0,174,51.397514
1.0,153,52.385292
0.0,127,53.238409
5.0,285,55.172658
2.0,200,56.526983
0.0,127,57.318145
1.0,176,58.501061
2.0,202,59.8646
0.0,127,60.640119
4.0,299,62.661797
0.0,129,63.494604
0.0,125,64.30279
5.0,330,66.566375
0.0,127,67.388043
0.0,127,68.210073
1.0,177,69.36527
0.0,127,70.189674
2.0,200,71.515751
2.0,223,72.961581
0.0,129,73.769986
2.0,221,75.212684
3.0,274,77.031308
1.0,178,78.177744
1.0,171,79.284724
4.0,272,81.053975
1.0,171,82.201706
1.0,175,83.355654
0.0,125,84.159514
2.0,202,85.497113
1.0,178,86.656967
6.0,329,88.962023
0.0,127,89.773135
3.0,250,91.420597
2.0,206,92.74166
1.0,174,93.840533
0.0,125,94.662226
0.0,127,95.462722
0.0,125,96.247949
0.0,127,97.037622
2.0,187,98.28809
0.0,129,99.115115
1.0,173,100.277291
1.0,155,101.279603
1.0,173,102.410831
1.0,173,103.539955
3.0,251,105.261487
0.0,123,106.038836
1.0,157,107.070938
0.0,129,107.887668
0.0,129,108.655035
2.0,225,110.173469
0.0,129,110.98895
1.0,175,112.123747
1.0,157,113.228015
1.0,157,114.273642
4.0,321,116.439588
11.0,455,119.529255
2.0,227,121.061767
2.0,200,122.339855
5.0,318,124.535697
2.0,224,125.981885
2.0,202,127.356411
0.0,129,128.175377
0.0,129,128.979407
0.0,125,129.768386
0.0,127,130.563179
6.0,397,133.258711
0.0,127,134.079517
6.0,377,136.634115
0.0,129,137.43727
1.0,171,138.541954
0.0,125,139.322073
1.0,174,140.427557
1.0,157,141.41833
1.0,173,142.535644
2.0,184,143.750116
1.0,153,144.689203
1.0,153,145.664541
2.0,201,147.053776
0.0,127,147.895865
0.0,127,148.722733
3.0,247,150.393002
1.0,153,151.359722
0.0,125,152.136902
4.0,302,154.071684
0.0,127,154.913004
2.0,222,156.417491
0.0,127,157.225624
1.0,173,158.350111
0.0,127,159.153479
