#{"t_start": 1629285635.0700626, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
8.0,418,4.457913
3.0,248,6.139724
1.0,157,7.207312
2.0,203,8.588616
0.0,129,9.447936
2.0,219,10.931032
1.0,173,12.048378
0.0,127,12.82585
5.0,327,15.149049
2.0,198,16.498841
5.0,350,18.941085
1.0,172,20.13746
2.0,203,21.51721
1.0,177,22.659111
0.0,127,23.481576
0.0,125,24.32723
2.0,202,25.71498
1.0,157,26.771025
0.0,127,27.570905
4.0,283,29.453761
0.0,129,30.313285
2.0,202,31.729991
1.0,170,32.830359
1.0,155,33.828992
2.0,203,35.154284
3.0,252,36.872125
0.0,125,37.678096
0.0,125,38.45356
2.0,186,39.703271
1.0,173,40.884394
0.0,127,41.69241
1.0,155,42.718073
0.0,125,43.521413
0.0,127,44.319311
3.0,254,46.062682
0.0,129,46.876595
1.0,173,48.074775
2.0,186,49.330297
2.0,199,50.69677
1.0,175,51.861257
2.0,203,53.216565
3.0,233,54.861187
2.0,221,56.338666
1.0,155,57.363592
0.0,129,58.20068
1.0,157,59.260857
1.0,173,60.437534
2.0,200,61.767346
1.0,155,62.802254
2.0,218,64.297767
0.0,127,65.147509
0.0,129,66.012922
1.0,176,67.193244
1.0,175,68.399362
0.0,125,69.227712
0.0,127,70.04614
0.0,129,70.865825
1.0,155,71.884701
1.0,155,72.902855
0.0,125,73.697424
1.0,157,74.7578
1.0,155,75.75004
0.0,129,76.611487
2.0,220,78.11465
4.0,300,80.195677
1.0,173,81.296364
0.0,129,82.128848
4.0,275,84.056977
3.0,250,85.705658
1.0,173,86.834983
1.0,155,87.85441
0.0,129,88.699163
2.0,206,90.123898
2.0,201,91.502709
0.0,129,92.334373
3.0,270,94.203792
1.0,171,95.349314
1.0,155,96.370484
1.0,157,97.466543
0.0,127,98.353062
0.0,125,99.187022
1.0,177,100.384206
1.0,157,101.446486
0.0,129,102.262414
5.0,331,104.542627
0.0,129,105.401086
0.0,129,106.254842
4.0,301,108.325712
1.0,176,109.487687
0.0,127,110.306714
1.0,177,111.44039
0.0,129,112.300753
1.0,173,113.43964
1.0,173,114.59483
0.0,127,115.428463
3.0,248,117.102675
5.0,369,119.700876
0.0,125,120.527771
2.0,199,121.897375
1.0,171,122.99376
0.0,127,123.802793
0.0,127,124.639566
2.0,202,125.989684
0.0,127,126.825307
0.0,129,127.620251
0.0,125,128.397727
3.0,230,129.992055
2.0,202,131.372927
0.0,127,132.199022
0.0,127,132.989214
0.0,127,133.818683
0.0,125,134.61203
0.0,127,135.433495
3.0,252,137.183332
1.0,153,138.17878
1.0,174,139.324114
1.0,173,140.477237
0.0,127,141.321677
2.0,200,142.679238
2.0,222,144.125561
2.0,224,145.649487
1.0,173,146.802341
1.0,155,147.840522
0.0,125,148.641244
0.0,127,149.473076
2.0,188,150.762727
0.0,125,151.567378
1.0,173,152.697221
0.0,129,153.576358
0.0,129,154.43731
0.0,127,155.246473
6.0,354,157.728546
5.0,301,159.864249
3.0,270,161.716864
1.0,157,162.756999
3.0,250,164.519859
