#{"t_start": 1629153020.5503705, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,279,3.564534
2.0,187,4.839572
0.0,125,5.717728
1.0,173,6.912346
3.0,250,8.629003
0.0,125,9.422532
1.0,176,10.683531
0.0,127,11.489941
4.0,299,13.501019
1.0,175,14.75178
3.0,249,16.64634
2.0,218,18.167669
0.0,129,19.05734
4.0,298,21.156548
4.0,280,23.228945
0.0,127,24.198034
0.0,129,25.173356
1.0,152,26.22992
1.0,157,27.370941
0.0,129,28.230558
3.0,256,30.079626
2.0,187,31.429229
3.0,230,33.128274
0.0,129,33.982376
0.0,129,34.818814
6.0,358,37.56286
3.0,255,39.474084
0.0,127,40.336345
2.0,201,41.750147
2.0,200,43.309474
0.0,127,44.233928
0.0,127,45.133745
0.0,127,46.084486
1.0,178,47.468394
0.0,129,48.469938
0.0,127,49.360914
7.0,448,52.745299
3.0,252,54.650787
0.0,125,55.503811
2.0,220,57.080293
3.0,250,58.905303
1.0,153,59.920607
0.0,127,60.778046
1.0,155,61.820431
0.0,125,62.630738
2.0,200,64.042001
0.0,127,64.877811
0.0,125,65.689257
2.0,220,67.21071
7.0,450,70.680961
1.0,176,71.916795
3.0,250,73.707206
0.0,125,74.571532
2.0,204,76.057782
7.0,324,78.478088
0.0,129,79.340778
1.0,155,80.412278
4.0,302,82.572676
1.0,173,83.728914
2.0,229,85.551711
0.0,127,86.564341
1.0,153,87.783392
1.0,170,89.198914
3.0,250,91.344851
2.0,200,93.081246
1.0,177,94.662496
1.0,175,96.022485
1.0,174,97.374647
5.0,344,100.112575
0.0,127,101.05151
1.0,173,102.38342
2.0,202,104.148382
0.0,127,105.115813
1.0,153,106.328501
2.0,200,107.922334
2.0,218,109.681759
0.0,127,110.690493
0.0,129,111.719565
1.0,175,113.123511
0.0,127,114.119506
1.0,157,115.492088
1.0,174,117.035602
3.0,252,118.933974
0.0,129,119.830058
0.0,127,120.836255
0.0,129,121.882542
1.0,176,123.228912
0.0,129,124.319236
0.0,129,125.337324
0.0,129,126.466616
0.0,129,127.505052
2.0,186,129.054709
0.0,127,130.086432
5.0,334,133.233956
2.0,202,135.076963
0.0,129,136.053599
2.0,200,137.473192
0.0,129,138.498112
2.0,225,140.283224
1.0,175,141.501251
2.0,198,142.898087
1.0,173,144.088016
2.0,222,145.570859
3.0,232,147.177419
3.0,233,148.838723
0.0,125,149.720973
5.0,354,152.351788
0.0,127,153.173885
0.0,127,154.0166
3.0,252,155.733719
3.0,251,157.585084
0.0,129,158.49094
4.0,301,160.616559
0.0,129,161.463261
3.0,248,163.205269
1.0,173,164.428008
10.0,456,167.681983
3.0,248,169.431389
2.0,222,171.00261
3.0,270,172.879115
2.0,221,174.378955
1.0,178,175.610066
1.0,173,176.787454
0.0,127,177.6366
0.0,127,178.502199
1.0,156,179.521436
2.0,200,180.967218
4.0,281,182.995894
1.0,173,184.16437
1.0,173,185.40193
0.0,127,186.268542
2.0,223,187.914162
2.0,182,189.318324
2.0,202,190.806736
0.0,129,191.732804
4.0,315,194.369767
2.0,200,196.664596
3.0,278,199.36908
6.0,397,203.060549
7.0,324,206.191722
1.0,170,208.06681
1.0,173,209.661333
2.0,198,211.343417
3.0,270,213.797489
1.0,155,215.169726
2.0,202,216.822724
4.0,299,219.30232
1.0,153,220.437552
5.0,350,223.33731
5.0,330,225.998749
4.0,280,228.096922
1.0,157,229.250724
0.0,123,230.094457
2.0,200,231.563866
0.0,129,232.373095
0.0,129,233.230695
3.0,217,234.950054
0.0,129,235.988757
0.0,127,237.045064
4.0,299,239.665678
2.0,187,241.106103
0.0,127,242.070441
1.0,173,243.394994
1.0,173,244.771915
1.0,157,246.065207
1.0,171,247.394836
0.0,129,248.371447
2.0,200,249.945796
2.0,202,251.519927
0.0,127,252.442289
2.0,227,254.226484
0.0,129,255.189832
0.0,125,256.122747
5.0,346,258.995636
0.0,125,259.947773
0.0,129,260.974861
0.0,129,261.988586
0.0,127,262.975771
3.0,270,265.214311
0.0,129,266.186645
4.0,300,268.647791
0.0,127,269.593634
0.0,123,270.544139
1.0,153,271.798826
1.0,175,273.169272
1.0,176,274.623205
2.0,227,276.435817
1.0,171,277.761044
0.0,129,278.778111
0.0,127,279.725307
2.0,224,281.461317
4.0,299,283.575531
1.0,155,284.679394
2.0,200,286.223255
0.0,127,287.248109
0.0,127,288.313878
0.0,127,289.425093
3.0,272,291.675063
0.0,129,292.649368
1.0,173,293.921353
0.0,123,294.844656
0.0,129,295.822729
2.0,203,297.394254
2.0,198,298.941096
