#{"t_start": 1629153020.5632112, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,2.467335
4.0,299,4.525034
0.0,127,5.379458
2.0,200,6.817488
1.0,175,7.996884
3.0,229,9.566459
2.0,188,10.913229
8.0,356,13.290857
0.0,125,14.163308
0.0,127,15.025621
0.0,129,15.982231
1.0,157,17.149346
3.0,250,18.891609
3.0,252,20.630897
3.0,232,22.286434
4.0,264,24.376623
1.0,155,25.50697
2.0,223,27.146546
0.0,125,27.967288
0.0,127,28.854675
0.0,123,29.691768
1.0,157,30.802714
0.0,127,31.696022
0.0,127,32.592858
1.0,173,33.788773
1.0,176,35.003819
0.0,125,35.82257
0.0,127,36.669596
1.0,168,38.005764
5.0,366,40.763031
2.0,222,42.42534
2.0,202,43.910554
3.0,250,45.872562
2.0,202,47.422028
0.0,127,48.410809
0.0,127,49.321402
1.0,157,50.408483
2.0,184,51.699816
0.0,129,52.623873
2.0,185,54.01334
2.0,188,55.3937
9.0,422,58.533609
0.0,129,59.386136
0.0,127,60.224097
0.0,129,61.086472
0.0,129,61.949666
4.0,297,64.062063
2.0,205,65.457806
3.0,251,67.237788
0.0,127,68.205094
0.0,129,69.089518
0.0,125,69.934807
0.0,125,70.804238
0.0,129,71.666356
0.0,127,72.504378
0.0,125,73.364151
1.0,173,74.601327
5.0,328,77.056398
0.0,125,77.920117
3.0,270,79.835796
2.0,199,81.231377
6.0,378,83.936556
0.0,125,84.876651
2.0,222,86.78217
0.0,129,87.750861
1.0,157,89.052181
3.0,250,91.168236
0.0,129,92.31259
1.0,173,93.82263
0.0,127,94.869684
0.0,127,95.789713
0.0,127,96.717896
1.0,177,98.130395
0.0,129,99.104671
3.0,231,100.882785
0.0,129,101.83788
1.0,155,103.096166
1.0,175,104.574944
0.0,129,105.580825
4.0,274,107.795388
1.0,157,108.992983
0.0,129,110.087126
0.0,129,111.106733
0.0,123,112.054826
1.0,173,113.433135
0.0,125,114.432681
0.0,129,115.548498
1.0,169,117.041222
3.0,270,119.094223
1.0,155,120.190134
0.0,125,121.209703
2.0,201,122.837925
0.0,129,123.870776
0.0,127,124.909764
1.0,173,126.395752
0.0,129,127.436407
0.0,127,128.438398
0.0,129,129.561381
0.0,127,130.481961
0.0,129,131.598145
2.0,225,133.778273
0.0,127,134.898312
0.0,129,135.880431
3.0,250,137.742616
0.0,127,138.734028
4.0,323,141.238778
2.0,188,142.560483
1.0,171,143.728463
3.0,252,145.443128
0.0,129,146.284216
1.0,173,147.467863
0.0,129,148.373185
1.0,173,149.588436
0.0,125,150.478211
9.0,404,153.412936
6.0,396,156.234953
1.0,155,157.325071
1.0,173,158.563963
0.0,127,159.442228
7.0,429,162.477529
3.0,252,164.2789
2.0,226,165.842907
1.0,175,167.064408
7.0,427,170.120667
0.0,129,170.989686
2.0,207,172.39041
3.0,252,174.123015
3.0,272,176.036636
0.0,127,176.908867
0.0,129,177.796685
4.0,302,179.858605
0.0,127,180.769738
2.0,200,182.181261
0.0,129,183.077701
2.0,202,184.466956
0.0,125,185.311742
0.0,125,186.167518
1.0,172,187.44089
0.0,127,188.330017
0.0,129,189.304383
2.0,204,190.824264
1.0,173,192.058509
0.0,129,193.013717
1.0,157,194.397369
0.0,129,195.854951
0.0,127,197.13873
0.0,129,198.230269
2.0,221,200.473626
1.0,155,201.747172
2.0,227,203.852761
2.0,202,205.728787
4.0,300,208.86921
1.0,169,210.397786
0.0,127,211.435895
0.0,129,212.491563
1.0,173,214.017122
2.0,183,215.661465
0.0,127,216.608595
4.0,299,219.107011
0.0,129,220.045507
4.0,301,222.537511
3.0,230,224.364613
2.0,221,226.081942
1.0,175,227.333489
0.0,127,228.250983
0.0,127,229.157847
1.0,171,230.377393
2.0,202,231.842278
0.0,127,232.644299
1.0,153,233.731262
0.0,127,234.687353
5.0,327,237.596172
1.0,173,239.057109
3.0,272,241.243957
2.0,222,242.992116
1.0,157,244.201148
0.0,127,245.201678
2.0,188,246.733683
0.0,129,247.735456
0.0,127,248.685058
0.0,129,249.632702
1.0,173,250.961745
3.0,253,252.932191
0.0,129,253.917974
3.0,248,255.874439
0.0,127,256.850773
2.0,200,258.446846
1.0,177,259.844599
0.0,125,260.838194
0.0,125,261.816025
5.0,342,264.660799
6.0,389,267.887636
0.0,125,268.875599
3.0,221,270.646526
0.0,127,271.64618
2.0,202,273.285922
3.0,252,275.333447
0.0,127,276.310588
0.0,127,277.262078
1.0,174,278.668162
0.0,129,279.639513
0.0,127,280.591452
2.0,222,282.245662
1.0,153,283.238343
3.0,270,285.287636
2.0,225,287.036718
2.0,198,288.832558
0.0,125,289.92001
0.0,125,290.894346
2.0,225,292.670694
2.0,202,294.170284
1.0,157,295.362875
1.0,157,296.58392
1.0,155,297.777028
1.0,178,299.126779
0.0,125,300.027251
1.0,154,301.178921
2.0,204,302.695326
1.0,156,303.868397
0.0,129,304.81881
2.0,202,306.443201
4.0,279,308.681974
1.0,172,309.971341
0.0,125,310.89672
2.0,219,312.56019
2.0,219,314.286894
1.0,173,315.583221
1.0,159,316.81001
3.0,279,319.0833
2.0,202,320.626646
5.0,324,323.123083
0.0,127,324.058513
2.0,184,325.444408
0.0,129,326.395944
1.0,174,327.649287
0.0,127,328.586132
2.0,200,330.099141
2.0,218,331.787188
3.0,228,333.583683
4.0,321,336.169165
1.0,173,337.470832
1.0,153,338.651889
3.0,255,340.667727
3.0,257,342.683736
3.0,272,344.799182
0.0,129,345.728305
1.0,173,347.049241
1.0,178,348.455191
0.0,125,349.345011
4.0,294,351.680674
0.0,127,352.608686
3.0,272,354.720185
0.0,129,355.677967
8.0,371,358.645953
1.0,155,359.831311
3.0,250,361.770361
0.0,129,362.756094
1.0,173,364.028584
2.0,221,365.75413
0.0,125,366.675031
3.0,252,368.563746
0.0,127,369.521695
1.0,173,370.815204
1.0,172,372.147138
1.0,173,373.465001
0.0,127,374.404422
1.0,174,375.729419
1.0,157,376.807235
3.0,266,378.915598
1.0,155,380.086175
1.0,175,381.389013
0.0,127,382.317312
6.0,354,385.068312
1.0,155,386.288571
2.0,220,387.934345
2.0,198,389.401353
1.0,155,390.582577
0.0,125,391.531321
8.0,352,394.278334
0.0,127,395.18585
0.0,125,396.147986
0.0,129,397.095351
0.0,127,398.078545
3.0,252,400.093559
2.0,183,401.493405
0.0,129,402.434795
1.0,174,403.765636
2.0,206,405.339322
0.0,129,406.350945
0.0,127,407.283809
0.0,125,408.199034
3.0,250,410.098417
1.0,157,411.310894
3.0,273,413.44988
0.0,125,414.386829
1.0,171,415.653653
9.0,383,419.21296
2.0,204,420.811862
4.0,322,423.175916
1.0,157,424.160984
2.0,202,425.580955
3.0,238,427.162114
0.0,129,427.989812
9.0,367,430.47517
5.0,326,432.934973
2.0,206,434.664604
0.0,129,435.888792
2.0,201,437.775609
1.0,155,439.31248
2.0,185,440.907483
0.0,127,441.927616
1.0,171,443.34694
2.0,202,445.0026
3.0,248,447.070978
1.0,175,448.462245
9.0,402,451.8275
1.0,157,453.085043
