#{"t_start": 1629153020.4556086, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,300,3.814649
1.0,157,4.851093
0.0,125,5.710557
0.0,125,6.537405
0.0,127,7.421457
8.0,353,9.901493
0.0,129,10.797932
0.0,129,11.613881
10.0,436,14.689188
0.0,127,15.591666
4.0,301,17.825013
0.0,127,18.686644
1.0,172,19.855303
0.0,127,20.666167
1.0,174,21.870922
0.0,127,22.766373
0.0,125,23.688933
0.0,129,24.684694
1.0,173,25.902687
4.0,301,28.160091
1.0,173,29.364256
0.0,125,30.23924
1.0,173,31.474498
2.0,190,32.882964
2.0,207,34.310777
4.0,279,36.299562
1.0,157,37.501815
0.0,127,38.407104
1.0,157,39.531612
2.0,227,41.167941
0.0,125,42.027056
0.0,127,42.971823
0.0,127,43.858123
3.0,252,45.848182
1.0,178,47.215922
0.0,127,48.163499
2.0,183,49.595867
3.0,232,51.175158
1.0,173,52.45721
0.0,129,53.418499
0.0,125,54.283672
3.0,253,56.143135
2.0,202,57.620849
0.0,127,58.46948
2.0,198,59.845641
0.0,127,60.684199
1.0,177,61.879778
0.0,129,62.762257
0.0,125,63.598019
1.0,153,64.6253
3.0,229,66.179468
0.0,127,67.030474
0.0,127,67.926383
3.0,269,69.971921
0.0,127,70.85205
0.0,127,71.693211
0.0,129,72.558406
1.0,173,73.768455
0.0,127,74.665819
1.0,157,75.733119
0.0,127,76.626362
1.0,157,77.744453
0.0,129,78.690796
0.0,129,79.542621
0.0,129,80.408494
0.0,129,81.247087
0.0,125,82.140918
0.0,127,82.963958
3.0,255,84.795554
0.0,123,85.795812
0.0,127,86.814979
3.0,251,88.853916
0.0,127,89.890624
1.0,155,91.156382
0.0,129,92.308949
0.0,129,93.353976
2.0,224,95.32575
0.0,125,96.241314
1.0,157,97.449055
2.0,201,99.039182
2.0,201,100.576424
0.0,127,101.519833
0.0,129,102.454786
2.0,222,104.400117
6.0,399,107.708724
1.0,175,109.051254
0.0,127,110.140252
3.0,228,112.024815
0.0,125,112.958794
1.0,174,114.38979
2.0,188,116.043863
0.0,129,117.184892
2.0,202,118.662233
5.0,347,121.482068
