#{"t_start": 1629153020.5035384, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,173,2.85644
0.0,125,3.648739
1.0,174,4.821369
0.0,129,5.720483
0.0,125,6.527564
3.0,252,8.326179
1.0,173,9.449137
0.0,127,10.315707
0.0,127,11.17585
0.0,125,11.977405
4.0,278,13.834533
4.0,321,16.299554
4.0,283,18.339981
3.0,232,19.972306
1.0,177,21.170592
0.0,127,22.025613
2.0,226,23.757085
1.0,157,24.967872
2.0,201,26.436775
0.0,129,27.3494
5.0,328,29.713301
1.0,175,30.973958
2.0,190,32.376947
1.0,154,33.465749
0.0,129,34.302144
0.0,129,35.171909
4.0,299,37.411594
1.0,172,38.747617
2.0,219,40.283135
1.0,157,41.373506
0.0,129,42.338643
0.0,125,43.211832
1.0,172,44.509213
1.0,157,45.640488
2.0,201,47.237755
1.0,174,48.627224
0.0,125,49.52703
7.0,324,51.858307
1.0,173,53.164557
1.0,173,54.417375
0.0,127,55.304504
1.0,174,56.532186
0.0,125,57.392851
1.0,176,58.66695
2.0,203,60.042635
0.0,125,60.89195
2.0,219,62.413755
2.0,220,63.9411
2.0,225,65.490328
0.0,129,66.333279
1.0,174,67.579254
1.0,153,68.757049
2.0,206,70.206763
2.0,206,71.667417
2.0,198,73.074254
0.0,127,73.948369
0.0,127,74.838539
3.0,252,76.629742
1.0,155,77.750804
1.0,172,78.982332
2.0,200,80.396698
2.0,200,81.782164
4.0,269,83.668087
0.0,129,84.570662
3.0,270,86.937234
3.0,232,88.754481
4.0,319,91.611695
8.0,352,94.799977
4.0,282,97.070489
0.0,123,97.95958
0.0,129,98.937793
0.0,129,99.889417
1.0,171,101.190316
2.0,200,102.808737
0.0,129,103.849085
0.0,129,104.88057
0.0,127,105.88544
6.0,356,108.737824
0.0,127,109.787975
0.0,129,110.821548
2.0,200,112.461345
2.0,202,114.091194
1.0,157,115.432016
0.0,129,116.522929
0.0,125,117.589218
0.0,127,118.443593
1.0,173,119.671972
0.0,127,120.643181
0.0,127,121.712604
0.0,125,122.662748
2.0,222,124.537098
5.0,330,127.442812
4.0,299,130.013737
0.0,129,131.048962
0.0,123,132.131097
2.0,224,134.268036
2.0,198,135.95722
0.0,127,136.814867
10.0,435,140.387383
2.0,201,141.821788
3.0,248,143.551362
11.0,484,146.972909
1.0,175,148.20753
4.0,302,150.446079
2.0,206,151.937789
0.0,129,152.771916
1.0,157,153.815252
0.0,127,154.6822
1.0,171,155.796825
1.0,155,156.933606
1.0,155,158.026161
1.0,171,159.19383
1.0,157,160.234636
6.0,393,163.065188
0.0,125,163.908828
1.0,157,164.983475
0.0,127,165.806649
4.0,304,167.963269
1.0,176,169.150984
0.0,129,170.02957
0.0,129,170.89584
2.0,208,172.289393
3.0,228,173.878309
3.0,251,175.631294
0.0,129,176.486591
1.0,153,177.511054
0.0,127,178.387205
6.0,399,181.313668
0.0,127,182.135703
0.0,127,183.001868
0.0,129,183.863738
0.0,129,184.753689
1.0,171,185.936485
0.0,127,186.859801
0.0,129,187.729666
3.0,232,189.515524
0.0,125,190.393275
0.0,125,191.315862
3.0,248,193.196884
2.0,206,195.222371
0.0,129,196.629911
2.0,201,198.551091
1.0,173,200.240549
0.0,125,201.330595
1.0,171,202.73591
4.0,299,205.650898
0.0,127,206.84507
0.0,129,208.199842
4.0,300,210.937108
0.0,129,212.006925
1.0,173,213.529233
