#{"t_start": 1629153020.5981364, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,173,2.761917
2.0,198,4.097145
0.0,127,4.924264
3.0,268,6.889153
1.0,173,8.031701
0.0,127,8.846037
0.0,125,9.678916
0.0,129,10.550456
1.0,173,11.722147
2.0,220,13.130895
1.0,173,14.369456
1.0,172,15.647311
1.0,157,16.809226
1.0,173,17.956682
1.0,177,19.190386
2.0,222,20.71396
0.0,127,21.549371
0.0,125,22.417754
0.0,127,23.362181
0.0,125,24.300659
0.0,127,25.243671
1.0,155,26.324147
0.0,127,27.223394
1.0,173,28.435179
0.0,125,29.263589
0.0,127,30.157278
0.0,129,31.034029
3.0,250,32.90725
0.0,129,33.770399
4.0,296,35.867987
1.0,171,37.141535
0.0,127,38.068823
0.0,127,39.006227
0.0,129,39.830823
1.0,173,41.086509
1.0,155,42.224821
0.0,127,43.135264
0.0,127,44.028427
1.0,157,45.201579
1.0,155,46.401654
0.0,129,47.332859
3.0,256,49.384127
1.0,178,50.622715
1.0,157,51.713258
1.0,157,52.89082
1.0,157,54.013241
2.0,206,55.527621
0.0,127,56.375915
0.0,129,57.26497
1.0,175,58.531811
3.0,218,60.035837
2.0,204,61.428994
0.0,127,62.284991
1.0,176,63.527617
0.0,129,64.365162
2.0,202,65.74044
1.0,173,66.91791
1.0,173,68.272403
0.0,127,69.124989
1.0,175,70.343727
1.0,159,71.441686
0.0,127,72.296628
3.0,253,74.179259
1.0,173,75.363718
2.0,200,76.856138
2.0,221,78.476544
2.0,224,80.031038
2.0,184,81.298807
3.0,252,83.105665
2.0,204,84.549955
5.0,329,87.378591
2.0,226,89.259031
1.0,158,90.508133
0.0,129,91.670951
2.0,202,93.407754
0.0,125,94.491253
4.0,283,96.768365
2.0,199,98.343482
0.0,129,99.302933
0.0,127,100.214664
0.0,129,101.169799
0.0,125,102.083667
0.0,127,103.122752
3.0,279,105.494705
6.0,378,108.551505
0.0,129,109.593207
1.0,157,110.929511
1.0,158,112.19459
1.0,176,113.568942
0.0,129,114.643291
2.0,225,116.623661
4.0,292,118.960415
2.0,203,120.467599
0.0,129,121.553346
0.0,123,122.474768
0.0,123,123.368206
0.0,129,124.519804
1.0,155,125.772808
1.0,173,127.277102
