#{"t_start": 1629019541.2232988, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,2.393562
5.0,329,4.620286
2.0,224,6.07908
1.0,174,7.225884
1.0,155,8.231313
3.0,232,9.767729
2.0,222,11.211298
5.0,353,13.541986
0.0,127,14.318944
0.0,129,15.1412
0.0,129,15.974261
1.0,155,16.971807
0.0,127,17.773869
2.0,200,19.129822
2.0,202,20.434293
0.0,127,21.262566
1.0,173,22.387389
0.0,129,23.205311
1.0,172,24.378764
0.0,125,25.190126
0.0,127,25.991743
2.0,202,27.291802
2.0,199,28.599977
0.0,125,29.400547
0.0,125,30.210789
0.0,129,31.038533
1.0,155,32.046715
1.0,177,33.193599
0.0,127,33.981038
2.0,202,35.341728
0.0,129,36.19539
0.0,127,37.014716
3.0,252,38.70821
1.0,155,39.718267
1.0,176,40.887974
1.0,155,41.897951
0.0,127,42.690417
2.0,203,44.062194
0.0,129,44.873003
1.0,155,45.88302
3.0,265,47.661992
4.0,300,49.662422
0.0,125,50.44342
1.0,173,51.528043
1.0,171,52.650039
0.0,127,53.512253
4.0,281,55.408941
0.0,129,56.231755
0.0,129,57.05663
2.0,202,58.400108
2.0,223,59.935236
1.0,176,61.063019
1.0,173,62.172393
0.0,127,62.998871
0.0,129,63.825246
0.0,127,64.662674
0.0,129,65.500196
3.0,252,67.179092
1.0,175,68.365028
2.0,200,69.684983
1.0,173,70.813683
2.0,220,72.260823
0.0,129,73.065116
2.0,202,74.384114
1.0,155,75.388322
0.0,125,76.185804
4.0,301,78.137284
1.0,155,79.146211
2.0,207,80.472762
0.0,127,81.280565
1.0,175,82.442602
4.0,299,84.477514
0.0,127,85.301913
1.0,177,86.443828
2.0,220,87.938416
3.0,212,89.367224
0.0,127,90.185957
5.0,326,92.346881
5.0,333,94.579297
5.0,314,96.71537
0.0,129,97.534917
1.0,155,98.570024
0.0,129,99.410429
1.0,172,100.552758
1.0,157,101.555071
0.0,127,102.34287
1.0,153,103.326268
1.0,173,104.47445
0.0,127,105.299706
1.0,153,106.325205
1.0,155,107.316455
1.0,153,108.293498
1.0,153,109.265947
0.0,125,110.05416
1.0,171,111.166321
1.0,155,112.140397
0.0,129,112.988124
0.0,129,113.885945
2.0,198,115.18279
0.0,129,116.021937
1.0,155,116.993259
1.0,173,118.100989
0.0,127,118.920266
1.0,152,119.881346
0.0,125,120.652451
4.0,299,122.689644
1.0,155,123.71933
2.0,198,125.021911
2.0,225,126.481966
0.0,125,127.267735
0.0,129,128.120078
1.0,157,129.143811
4.0,300,131.138409
0.0,127,131.964135
3.0,230,133.477724
9.0,404,136.239996
0.0,127,137.016892
0.0,129,137.826131
2.0,201,139.126549
2.0,217,140.540037
4.0,301,142.528765
2.0,222,144.023412
2.0,203,145.33938
1.0,174,146.482207
0.0,127,147.322862
0.0,129,148.179337
1.0,175,149.341769
3.0,252,151.043793
0.0,129,151.845883
3.0,230,153.308505
2.0,220,154.722105
0.0,125,155.575013
0.0,129,156.390931
0.0,129,157.212217
3.0,230,158.752709
1.0,157,159.738264
1.0,155,160.745016
2.0,203,162.157175
10.0,450,165.226058
0.0,129,166.002079
3.0,250,167.706663
4.0,299,169.758896
0.0,127,170.536626
1.0,175,171.701507
1.0,173,172.853436
0.0,127,173.661893
1.0,177,174.781538
11.0,485,178.110938
1.0,178,179.249351
1.0,176,180.371536
0.0,129,181.156293
3.0,248,182.796407
3.0,248,184.480191
0.0,125,185.306997
0.0,129,186.101352
0.0,127,186.912338
3.0,230,188.446088
1.0,170,189.551241
4.0,301,191.581892
2.0,198,192.887715
10.0,401,195.65285
1.0,171,196.739412
1.0,153,197.749458
1.0,176,198.886192
2.0,201,200.202396
1.0,155,201.234502
0.0,129,202.106718
1.0,157,203.122547
4.0,271,204.981899
0.0,129,205.811806
0.0,125,206.643105
3.0,268,208.424893
4.0,299,210.438321
3.0,248,212.054822
2.0,202,213.367796
0.0,127,214.188625
2.0,201,215.533838
1.0,175,216.667441
0.0,129,217.488513
0.0,129,218.302239
4.0,299,220.34918
2.0,202,221.700178
0.0,127,222.465173
2.0,182,223.700214
1.0,173,224.861912
2.0,221,226.314172
0.0,127,227.111057
1.0,154,228.108387
0.0,125,228.905268
1.0,155,229.888218
5.0,347,232.238392
0.0,127,233.050308
1.0,175,234.17245
0.0,129,235.031662
0.0,129,235.839606
