#{"t_start": 1629114825.4473507, "env_id": null}
r,l,t
17,100,2.707155
11,100,3.125762
11,100,3.578524
10,100,3.996282
11,100,4.444046
5,100,4.86142
12,100,5.297559
7,100,5.737698
10,100,6.199318
13,100,6.626279
11,100,7.045865
14,100,7.481344
11,100,7.919011
12,100,8.364636
12,100,8.842545
11,100,9.25377
13,100,9.68313
6,100,10.104253
14,100,10.5318
6,100,10.966002
7,100,11.398084
14,100,11.832108
10,100,12.269849
10,100,12.728168
15,100,13.201537
14,100,13.624612
13,100,14.067638
19,100,14.495406
18,100,14.938451
17,100,15.362415
14,100,15.824181
11,100,16.258249
17,100,16.708963
16,100,17.152581
13,100,17.598463
11,100,18.02301
15,100,18.48079
9,100,18.914039
6,100,19.336539
16,100,19.778824
12,100,20.223562
14,100,20.656564
12,100,21.082393
15,100,21.520536
4,100,21.982519
11,100,22.404163
14,100,22.866083
13,100,23.324355
15,100,23.777461
16,100,24.203856
10,100,24.663404
13,100,25.096519
8,100,25.519012
7,100,25.941877
12,100,26.381625
13,100,26.806707
21,100,27.256735
10,100,27.671598
16,100,28.110609
7,100,28.523789
11,100,28.972225
8,100,29.40143
20,100,29.86954
15,100,30.307122
7,100,30.774309
9,100,31.200544
15,100,31.624074
15,100,32.062157
9,100,32.500568
7,100,32.936972
12,100,33.361902
7,100,33.798656
8,100,34.284131
3,100,34.706425
9,100,35.117135
14,100,35.531604
15,100,35.980287
13,100,36.394474
15,100,36.811393
16,100,37.264323
15,100,37.700683
16,100,38.121653
15,100,38.543923
16,100,38.945724
8,100,39.381378
9,100,39.827241
6,100,40.266633
5,100,40.692667
12,100,41.12957
12,100,41.598655
15,100,42.030278
12,100,42.45186
14,100,42.874539
12,100,43.300172
20,100,43.751849
19,100,44.223296
13,100,44.699016
18,100,45.141338
11,100,45.588947
13,100,46.012065
13,100,46.450669
18,100,46.889311
12,100,47.33065
17,100,47.764365
12,100,48.197873
14,100,48.630806
11,100,49.0503
13,100,49.473746
18,100,49.909883
18,100,50.329646
16,100,50.753361
5,100,51.174328
14,100,51.624022
13,100,52.042999
5,100,52.525875
13,100,52.993804
16,100,53.420724
12,100,53.853805
10,100,54.290609
15,100,54.707232
10,100,55.148899
12,100,55.626518
15,100,56.068676
15,100,56.5051
14,100,56.947802
13,100,57.388543
16,100,57.828999
15,100,58.253056
14,100,58.711615
18,100,59.158734
12,100,59.586807
13,100,60.006428
17,100,60.428772
10,100,60.850091
15,100,61.28343
8,100,61.751189
17,100,62.218096
15,100,62.649793
11,100,63.07776
9,100,63.511238
14,100,63.951662
14,100,64.369284
13,100,64.800843
20,100,65.243162
14,100,65.683631
10,100,66.117908
18,100,66.598563
9,100,67.053433
11,100,67.509152
14,100,67.931468
16,100,68.365187
9,100,68.81347
12,100,69.277783
11,100,69.700999
13,100,70.14484
13,100,70.57966
9,100,71.056941
15,100,71.488113
11,100,71.941332
10,100,72.355937
13,100,72.832976
10,100,73.328586
10,100,73.798683
12,100,74.243957
8,100,74.699342
23,100,75.127553
18,100,75.557544
18,100,75.972161
13,100,76.396211
11,100,76.841422
8,100,77.256268
12,100,77.672894
12,100,78.114702
15,100,78.532831
14,100,78.972109
14,100,79.414212
14,100,79.836937
15,100,80.264341
14,100,80.695783
13,100,81.133421
9,100,81.55004
11,100,82.01103
12,100,82.461709
22,100,82.922761
20,100,83.369845
13,100,83.82101
17,100,84.24707
12,100,84.657459
18,100,85.097271
17,100,85.551522
18,100,85.989947
14,100,86.4784
16,100,86.910649
14,100,87.379324
15,100,87.816072
16,100,88.248884
14,100,88.688592
21,100,89.096441
11,100,89.544941
15,100,89.975621
16,100,90.410556
14,100,90.844545
26,100,91.286976
18,100,91.710102
21,100,92.143682
14,100,92.599969
23,100,93.087726
18,100,93.516183
12,100,94.000732
17,100,94.496058
13,100,94.960377
15,100,95.387344
22,100,95.878243
17,100,96.300005
15,100,96.739171
15,100,97.193019
9,100,97.644897
16,100,98.072796
16,100,98.514894
14,100,98.929541
13,100,99.351743
14,100,99.76703
18,100,100.193657
16,100,100.627146
16,100,101.062989
10,100,101.52545
21,100,101.96315
13,100,102.410113
8,100,102.850027
15,100,103.292733
14,100,103.745971
15,100,104.197752
18,100,104.65187
17,100,105.096495
18,100,105.539386
14,100,106.003779
