#{"t_start": 1629221051.4356768, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,4.309263
0.0,127,5.082095
2.0,198,6.355178
2.0,198,7.607591
2.0,198,8.860671
2.0,198,10.135694
2.0,198,11.381137
2.0,200,12.682096
9.0,404,15.421461
0.0,129,16.21932
0.0,129,17.020412
0.0,129,17.820674
9.0,404,20.592884
9.0,404,23.413087
9.0,404,26.238695
0.0,129,27.056185
0.0,129,27.893297
0.0,129,28.768289
0.0,129,29.637083
0.0,129,30.468826
0.0,129,31.300185
0.0,129,32.145511
9.0,404,34.919882
0.0,129,35.761282
0.0,129,36.553827
3.0,246,38.198003
2.0,198,39.483908
2.0,198,40.781073
2.0,198,42.076313
2.0,198,43.389946
2.0,198,44.695306
2.0,198,45.980611
2.0,198,47.265967
2.0,198,48.550831
2.0,198,49.846143
2.0,198,51.15246
2.0,198,52.437175
2.0,198,53.738461
2.0,198,55.066481
2.0,198,56.364513
2.0,198,57.647426
2.0,198,58.933233
2.0,198,60.231238
2.0,198,61.517397
2.0,198,62.804756
2.0,198,64.112891
2.0,198,65.400449
2.0,198,66.718461
2.0,198,68.001487
2.0,198,69.287573
2.0,198,70.579565
2.0,198,71.883891
2.0,198,73.178799
2.0,198,74.459466
2.0,198,75.744242
2.0,198,77.063359
2.0,198,78.363453
2.0,198,79.648598
2.0,198,80.936562
2.0,198,82.218539
2.0,198,83.524782
2.0,198,84.819438
2.0,198,86.107156
2.0,198,87.399256
2.0,198,88.712095
2.0,198,89.989536
2.0,198,91.286394
2.0,198,92.559221
2.0,198,93.849058
2.0,198,95.174578
2.0,198,96.464436
2.0,198,97.748353
2.0,198,99.046882
2.0,198,100.354978
2.0,198,101.646493
2.0,198,102.945637
2.0,198,104.250957
2.0,198,105.564008
2.0,198,106.845328
2.0,198,108.136349
2.0,198,109.42188
2.0,198,110.706862
2.0,198,112.027812
2.0,198,113.311848
2.0,198,114.600232
2.0,198,115.891924
2.0,198,117.206752
2.0,198,118.544456
2.0,198,119.83004
2.0,198,121.124332
2.0,198,122.442671
2.0,198,123.717205
2.0,198,125.0353
2.0,198,126.320352
2.0,198,127.613931
2.0,198,128.914137
2.0,198,130.194326
2.0,198,131.475554
2.0,198,132.768708
2.0,198,134.095399
2.0,198,135.366146
2.0,198,136.656658
2.0,198,137.947776
2.0,198,139.259095
2.0,198,140.541132
2.0,198,141.846448
2.0,198,143.131771
2.0,198,144.439009
2.0,198,145.753274
2.0,198,147.04994
2.0,198,148.329937
2.0,198,149.63456
2.0,198,150.953976
2.0,198,152.243882
2.0,198,153.529663
2.0,198,154.809353
2.0,198,156.133888
2.0,198,157.419385
2.0,198,158.712515
2.0,198,160.009466
2.0,198,161.299785
2.0,198,162.614086
2.0,198,163.909958
2.0,198,165.205855
2.0,198,166.498377
2.0,198,167.81128
2.0,198,169.09729
2.0,198,170.371421
2.0,198,171.652782
2.0,198,172.967875
2.0,198,174.253216
2.0,198,175.547934
2.0,198,176.831198
2.0,198,178.115263
2.0,198,179.433505
2.0,198,180.710872
2.0,198,182.007963
2.0,198,183.298107
2.0,198,184.639558
2.0,198,185.916118
2.0,198,187.192673
2.0,198,188.484192
2.0,198,189.8183
2.0,198,191.097119
2.0,198,192.370442
2.0,198,193.663332
2.0,198,194.953923
2.0,198,196.24669
2.0,198,197.537513
2.0,198,198.82131
2.0,198,200.107013
2.0,198,201.417473
2.0,198,202.700164
2.0,198,204.014999
2.0,198,205.320414
2.0,198,206.642217
2.0,198,207.915361
2.0,198,209.198867
2.0,198,210.496059
2.0,198,211.780204
0.0,129,212.64065
0.0,129,213.400518
0.0,129,214.207472
0.0,129,215.051958
0.0,129,215.878793
9.0,404,218.656715
0.0,129,219.46339
0.0,129,220.283925
0.0,129,221.122636
0.0,129,221.959918
9.0,404,224.724533
0.0,129,225.55408
0.0,129,226.384944
9.0,404,229.167408
0.0,129,230.032918
0.0,129,230.86967
0.0,129,231.692839
0.0,129,232.522874
0.0,129,233.350627
0.0,129,234.173701
9.0,404,236.976357
0.0,129,237.798947
0.0,129,238.612496
0.0,129,239.401541
0.0,129,240.221887
0.0,129,241.096426
0.0,129,241.926307
9.0,404,244.691665
0.0,129,245.527359
0.0,129,246.342685
9.0,404,249.112114
9.0,404,251.921639
0.0,129,252.775176
0.0,129,253.598252
0.0,129,254.435717
0.0,129,255.290013
0.0,129,256.139622
9.0,404,258.894032
0.0,129,259.726148
0.0,129,260.579494
0.0,129,261.421268
0.0,129,262.210326
0.0,129,263.016259
9.0,404,265.82983
9.0,404,268.623587
9.0,404,271.400358
0.0,129,272.205609
0.0,129,272.992235
0.0,129,273.803064
0.0,129,274.592286
0.0,129,275.462217
0.0,129,276.306621
0.0,129,277.120533
0.0,129,277.934848
0.0,129,278.734714
9.0,404,281.568522
0.0,129,282.413168
0.0,129,283.219839
0.0,129,284.053757
0.0,129,284.874538
0.0,129,285.739768
0.0,129,286.55844
9.0,404,289.280897
0.0,129,290.12909
9.0,404,292.976114
9.0,404,295.711741
0.0,129,296.516066
0.0,129,297.30974
0.0,129,298.134921
9.0,404,300.884782
9.0,404,303.623659
9.0,404,306.411182
9.0,404,309.182701
0.0,129,310.026888
0.0,129,310.809721
0.0,129,311.622469
9.0,404,314.362195
0.0,129,315.225398
9.0,404,317.969439
0.0,129,318.763045
0.0,129,319.61026
9.0,404,322.450448
0.0,129,323.288014
0.0,129,324.126219
0.0,129,324.949885
0.0,129,325.799278
0.0,129,326.635712
9.0,404,329.358908
9.0,404,332.114457
0.0,129,332.982298
0.0,129,333.82984
0.0,129,334.657614
0.0,129,335.482366
9.0,404,338.283332
0.0,129,339.07894
0.0,129,339.876848
0.0,129,340.682013
0.0,129,341.530192
0.0,129,342.343415
0.0,129,343.148476
0.0,129,344.026942
0.0,129,344.867302
0.0,129,345.698173
0.0,129,346.506012
9.0,404,349.328627
0.0,129,350.171733
0.0,129,350.982351
0.0,129,351.79444
0.0,129,352.612539
9.0,404,355.369
0.0,129,356.183482
0.0,129,357.015193
9.0,404,359.756504
0.0,129,360.598439
0.0,129,361.463824
9.0,404,364.321117
9.0,404,367.065288
9.0,404,369.763712
9.0,404,372.589887
0.0,129,373.404629
9.0,404,376.229847
0.0,129,377.050663
0.0,129,377.837248
0.0,129,378.668259
0.0,129,379.519286
0.0,129,380.348691
0.0,129,381.193125
9.0,404,384.044518
0.0,129,384.86511
9.0,404,387.567892
9.0,404,390.385918
0.0,129,391.213553
9.0,404,394.007908
0.0,129,394.858296
0.0,129,395.719486
0.0,129,396.541625
0.0,129,397.383393
0.0,129,398.217316
0.0,129,399.05618
0.0,129,399.875726
0.0,129,400.681218
0.0,129,401.504405
0.0,129,402.321448
0.0,129,403.138049
0.0,129,403.984083
0.0,129,404.81889
0.0,129,405.645333
0.0,129,406.439522
0.0,129,407.251019
0.0,129,408.075542
0.0,129,408.907279
0.0,129,409.713818
0.0,129,410.534944
0.0,129,411.320625
0.0,129,412.141624
0.0,129,413.017802
0.0,129,413.848751
0.0,129,414.703431
0.0,129,415.544788
0.0,129,416.372575
9.0,404,419.147616
0.0,129,419.941906
0.0,129,420.797092
0.0,129,421.644071
0.0,129,422.479465
0.0,129,423.305857
0.0,129,424.163541
0.0,129,425.039432
0.0,129,425.852834
0.0,129,426.667245
9.0,404,429.440888
0.0,129,430.28433
9.0,404,433.009495
9.0,404,435.846114
0.0,129,436.697578
0.0,129,437.576994
0.0,129,438.453211
9.0,404,441.136909
0.0,129,441.969607
2.0,200,443.304796
9.0,404,446.090892
4.0,297,448.144718
4.0,258,449.896671
0.0,129,450.755635
0.0,129,451.616812
0.0,129,452.443081
11.0,271,454.290503
0.0,129,455.14931
0.0,129,455.968361
11.0,271,457.831491
0.0,129,458.672403
0.0,129,459.531244
11.0,271,461.42137
0.0,129,462.245143
0.0,129,463.095937
0.0,129,463.96224
11.0,271,465.811281
11.0,271,467.65193
0.0,129,468.493422
11.0,271,470.338746
0.0,129,471.239706
0.0,129,472.07566
0.0,129,472.923607
0.0,129,473.804667
0.0,129,474.684998
0.0,129,475.520837
0.0,129,476.343232
0.0,129,477.20894
11.0,271,479.107156
0.0,129,479.953511
11.0,271,481.80668
11.0,271,483.68508
0.0,129,484.547934
0.0,129,485.394518
0.0,129,486.205924
0.0,129,487.045094
0.0,129,487.864043
11.0,271,489.720767
0.0,129,490.526349
0.0,129,491.364364
0.0,129,492.209483
11.0,271,494.103294
0.0,129,494.9595
11.0,271,496.846107
0.0,129,497.685565
0.0,123,498.512795
2.0,198,499.839968
2.0,198,501.147685
2.0,198,502.464805
2.0,198,503.763711
2.0,198,505.089641
2.0,198,506.399646
2.0,198,507.70272
2.0,198,509.018146
2.0,198,510.312863
2.0,198,511.637635
2.0,198,512.941314
2.0,198,514.251394
2.0,198,515.546424
2.0,198,516.890282
2.0,198,518.206996
2.0,198,519.508442
2.0,198,520.820947
2.0,198,522.126961
2.0,198,523.466217
2.0,198,524.791535
2.0,198,526.086892
2.0,198,527.408271
2.0,198,528.733724
2.0,198,530.047776
2.0,198,531.34511
2.0,198,532.647415
2.0,198,533.958885
2.0,198,535.287159
2.0,198,536.594377
2.0,198,537.890407
2.0,198,539.195025
2.0,198,540.517186
2.0,198,541.821125
2.0,198,543.12508
2.0,198,544.447355
2.0,198,545.777322
2.0,198,547.072412
2.0,198,548.389075
2.0,198,549.713047
2.0,198,551.021325
2.0,198,552.341448
2.0,198,553.647084
2.0,198,554.953351
2.0,198,556.242892
2.0,198,557.581946
2.0,198,558.86977
2.0,198,560.170726
2.0,198,561.466654
2.0,198,562.794273
2.0,198,564.118605
2.0,198,565.42522
2.0,198,566.727058
2.0,198,568.029069
2.0,198,569.36961
2.0,198,570.671709
2.0,198,571.975642
2.0,198,573.269801
2.0,198,574.600251
2.0,198,575.90946
2.0,198,577.197496
2.0,198,578.497905
2.0,198,579.822937
2.0,198,581.117001
2.0,198,582.420184
2.0,198,583.723908
2.0,198,585.043628
2.0,198,586.362429
2.0,198,587.662799
2.0,198,588.954102
2.0,198,590.266406
2.0,198,591.596151
2.0,198,592.903718
2.0,198,594.200953
2.0,198,595.502344
2.0,198,596.822281
2.0,198,598.122123
2.0,198,599.430886
2.0,198,600.730699
2.0,198,602.040514
2.0,198,603.362921
2.0,198,604.687178
2.0,198,605.984646
2.0,198,607.27394
2.0,198,608.592955
2.0,198,609.896133
2.0,198,611.205867
2.0,198,612.512465
2.0,198,613.842983
2.0,198,615.135073
2.0,198,616.431537
2.0,198,617.733356
2.0,198,619.032799
2.0,198,620.351767
2.0,198,621.665219
2.0,198,622.969904
2.0,198,624.300352
2.0,198,625.632554
2.0,198,626.932776
2.0,198,628.23258
2.0,198,629.533146
2.0,198,630.852557
2.0,198,632.154908
2.0,198,633.459875
2.0,198,634.774768
2.0,198,636.075199
2.0,198,637.408503
2.0,198,638.708993
2.0,198,640.000422
2.0,198,641.301272
2.0,198,642.626849
2.0,198,643.940447
2.0,198,645.243438
2.0,198,646.545552
2.0,198,647.862675
2.0,198,649.16922
2.0,198,650.465861
2.0,198,651.765604
2.0,198,653.073034
2.0,198,654.420796
2.0,198,655.724065
2.0,198,657.031318
2.0,198,658.332884
2.0,198,659.660849
2.0,198,660.970002
2.0,198,662.281814
2.0,198,663.595468
2.0,198,664.916574
2.0,198,666.246354
2.0,198,667.544739
2.0,198,668.84975
2.0,198,670.150438
2.0,198,671.473141
2.0,198,672.776331
2.0,198,674.080421
2.0,198,675.396093
2.0,198,676.716807
2.0,198,678.028592
2.0,198,679.327965
2.0,198,680.630362
2.0,198,681.92222
2.0,198,683.257663
